town,county,office,district,party,candidate,winner,votes
Concord,Merrimack,U.S. House,2,LIB,Hardy Macia,False,884
Cornish,Sullivan,U.S. House,2,LIB,Hardy Macia,False,34
Crawford's Purchase,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Croydon,Sullivan,U.S. House,2,LIB,Hardy Macia,False,16
Cutt's Grant,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Dalton,Coos,U.S. House,2,LIB,Hardy Macia,False,26
Danbury,Merrimack,U.S. House,2,LIB,Hardy Macia,False,53
Deerfield,Rockingham,U.S. House,2,LIB,Hardy Macia,False,98
Deering,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,54
Dix's Grant,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Dixville,Coos,U.S. House,2,LIB,Hardy Macia,False,1
Dorchester,Grafton,U.S. House,2,LIB,Hardy Macia,False,15
Dublin,Cheshire,U.S. House,2,LIB,Hardy Macia,False,31
Dummer,Coos,U.S. House,2,LIB,Hardy Macia,False,5
Dunbarton,Merrimack,U.S. House,2,LIB,Hardy Macia,False,62
Easton,Grafton,U.S. House,2,LIB,Hardy Macia,False,6
Ellsworth,Grafton,U.S. House,2,LIB,Hardy Macia,False,0
Enfield,Grafton,U.S. House,2,LIB,Hardy Macia,False,99
Epsom,Merrimack,U.S. House,2,LIB,Hardy Macia,False,119
Errol,Coos,U.S. House,2,LIB,Hardy Macia,False,5
Erving's Location,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Fitzwilliam,Cheshire,U.S. House,2,LIB,Hardy Macia,False,4
Francestown,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,50
Franconia,Grafton,U.S. House,2,LIB,Hardy Macia,False,27
Franklin,Merrimack,U.S. House,2,LIB,Hardy Macia,False,205
Gilsum,Cheshire,U.S. House,2,LIB,Hardy Macia,False,22
Gorham,Coos,U.S. House,2,LIB,Hardy Macia,False,53
Goshen,Sullivan,U.S. House,2,LIB,Hardy Macia,False,21
Grafton,Grafton,U.S. House,2,LIB,Hardy Macia,False,68
Grantham,Sullivan,U.S. House,2,LIB,Hardy Macia,False,53
Green's Grant,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Greenfield,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,60
Greenville,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,82
Groton,Grafton,U.S. House,2,LIB,Hardy Macia,False,12
Hadley's Purchase,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Hancock,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,37
Hanover,Grafton,U.S. House,2,LIB,Hardy Macia,False,162
Harrisville,Cheshire,U.S. House,2,LIB,Hardy Macia,False,27
Haverhill,Grafton,U.S. House,2,LIB,Hardy Macia,False,105
Hebron,Grafton,U.S. House,2,LIB,Hardy Macia,False,10
Henniker,Merrimack,U.S. House,2,LIB,Hardy Macia,False,92
Hill,Merrimack,U.S. House,2,LIB,Hardy Macia,False,22
Hillsborough,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,168
Hinsdale,Cheshire,U.S. House,2,LIB,Hardy Macia,False,62
Holderness,Grafton,U.S. House,2,LIB,Hardy Macia,False,28
Hollis,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,204
Hopkinton,Merrimack,U.S. House,2,LIB,Hardy Macia,False,102
Hudson,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,648
Jaffrey,Cheshire,U.S. House,2,LIB,Hardy Macia,False,112
Jefferson,Coos,U.S. House,2,LIB,Hardy Macia,False,31
Keene,Cheshire,U.S. House,2,LIB,Hardy Macia,False,489
Kilkenny,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Lancaster,Coos,U.S. House,2,LIB,Hardy Macia,False,70
Landaff,Grafton,U.S. House,2,LIB,Hardy Macia,False,7
Langdon,Sullivan,U.S. House,2,LIB,Hardy Macia,False,18
Lebanon,Grafton,U.S. House,2,LIB,Hardy Macia,False,209
Lempster,Sullivan,U.S. House,2,LIB,Hardy Macia,False,27
Lincoln,Grafton,U.S. House,2,LIB,Hardy Macia,False,35
Lisbon,Grafton,U.S. House,2,LIB,Hardy Macia,False,43
Litchfield,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,260
Littleton,Grafton,U.S. House,2,LIB,Hardy Macia,False,140
Livermore,Grafton,U.S. House,2,LIB,Hardy Macia,False,0
Loudon,Merrimack,U.S. House,2,LIB,Hardy Macia,False,117
Low & Burbank's Grant,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Lyman,Grafton,U.S. House,2,LIB,Hardy Macia,False,14
Lyme,Grafton,U.S. House,2,LIB,Hardy Macia,False,14
Lyndeborough,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,62
Marlborough,Cheshire,U.S. House,2,LIB,Hardy Macia,False,49
Marlow,Cheshire,U.S. House,2,LIB,Hardy Macia,False,19
Martin's Location,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Mason,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,36
Milan,Coos,U.S. House,2,LIB,Hardy Macia,False,17
Milford,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,340
Millsfield,Coos,U.S. House,2,LIB,Hardy Macia,False,1
Monroe,Grafton,U.S. House,2,LIB,Hardy Macia,False,22
Mont Vernon,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,42
Nashua,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,1787
Nelson,Cheshire,U.S. House,2,LIB,Hardy Macia,False,15
New Boston,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,108
New Ipswich,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,127
New London,Merrimack,U.S. House,2,LIB,Hardy Macia,False,57
Newbury,Merrimack,U.S. House,2,LIB,Hardy Macia,False,44
Newport,Sullivan,U.S. House,2,LIB,Hardy Macia,False,235
Northfield,Merrimack,U.S. House,2,LIB,Hardy Macia,False,143
Northumberland,Coos,U.S. House,2,LIB,Hardy Macia,False,53
Northwood,Rockingham,U.S. House,2,LIB,Hardy Macia,False,112
Odell,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Orange,Grafton,U.S. House,2,LIB,Hardy Macia,False,9
Orford,Grafton,U.S. House,2,LIB,Hardy Macia,False,10
Pelham,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,359
Pembroke,Merrimack,U.S. House,2,LIB,Hardy Macia,False,155
Peterborough,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,91
Piermont,Grafton,U.S. House,2,LIB,Hardy Macia,False,10
Pinkham's Grant,Coos,U.S. House,2,LIB,Hardy Macia,False,1
Pittsburg,Coos,U.S. House,2,LIB,Hardy Macia,False,16
Pittsfield,Merrimack,U.S. House,2,LIB,Hardy Macia,False,108
Plainfield,Sullivan,U.S. House,2,LIB,Hardy Macia,False,38
Plymouth,Grafton,U.S. House,2,LIB,Hardy Macia,False,156
Randolph,Coos,U.S. House,2,LIB,Hardy Macia,False,5
Richmond,Cheshire,U.S. House,2,LIB,Hardy Macia,False,31
Rindge,Cheshire,U.S. House,2,LIB,Hardy Macia,False,128
Roxbury,Cheshire,U.S. House,2,LIB,Hardy Macia,False,5
Rumney,Grafton,U.S. House,2,LIB,Hardy Macia,False,40
Salem,Rockingham,U.S. House,2,LIB,Hardy Macia,False,620
Salisbury,Merrimack,U.S. House,2,LIB,Hardy Macia,False,45
Sargent's Purchase,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Second College Grant,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Sharon,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,5
Shelburne,Coos,U.S. House,2,LIB,Hardy Macia,False,10
Springfield,Sullivan,U.S. House,2,LIB,Hardy Macia,False,31
Stark,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Stewartstown,Coos,U.S. House,2,LIB,Hardy Macia,False,15
Stoddard,Cheshire,U.S. House,2,LIB,Hardy Macia,False,35
Stratford,Coos,U.S. House,2,LIB,Hardy Macia,False,12
Success,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Sugar Hill,Grafton,U.S. House,2,LIB,Hardy Macia,False,7
Sullivan,Cheshire,U.S. House,2,LIB,Hardy Macia,False,14
Sunapee,Sullivan,U.S. House,2,LIB,Hardy Macia,False,69
Surry,Cheshire,U.S. House,2,LIB,Hardy Macia,False,19
Sutton,Merrimack,U.S. House,2,LIB,Hardy Macia,False,35
Swanzey,Cheshire,U.S. House,2,LIB,Hardy Macia,False,158
Temple,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,25
Thompson & Meserve's Pur.,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Thornton,Grafton,U.S. House,2,LIB,Hardy Macia,False,61
Troy,Cheshire,U.S. House,2,LIB,Hardy Macia,False,60
Unity,Sullivan,U.S. House,2,LIB,Hardy Macia,False,38
Walpole,Cheshire,U.S. House,2,LIB,Hardy Macia,False,80
Warner,Merrimack,U.S. House,2,LIB,Hardy Macia,False,72
Warren,Grafton,U.S. House,2,LIB,Hardy Macia,False,25
Washington,Sullivan,U.S. House,2,LIB,Hardy Macia,False,37
Waterville Valley,Grafton,U.S. House,2,LIB,Hardy Macia,False,6
Weare,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,315
Webster,Merrimack,U.S. House,2,LIB,Hardy Macia,False,69
Wentworth,Grafton,U.S. House,2,LIB,Hardy Macia,False,36
Wentworth's Location,Coos,U.S. House,2,LIB,Hardy Macia,False,2
Westmoreland,Cheshire,U.S. House,2,LIB,Hardy Macia,False,35
Whitefield,Coos,U.S. House,2,LIB,Hardy Macia,False,58
Wilmot,Merrimack,U.S. House,2,LIB,Hardy Macia,False,40
Wilton,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,117
Winchester,Cheshire,U.S. House,2,LIB,Hardy Macia,False,91
Windham,Rockingham,U.S. House,2,LIB,Hardy Macia,False,290
Windsor,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,13
Woodstock,Grafton,U.S. House,2,LIB,Hardy Macia,False,38
Acworth,Sullivan,U.S. House,2,,Scatter,False,1
Alexandria,Grafton,U.S. House,2,,Scatter,False,0
Allenstown,Merrimack,U.S. House,2,,Scatter,False,0
Alstead,Cheshire,U.S. House,2,,Scatter,False,0
Amherst,Hillsborough,U.S. House,2,,Scatter,False,2
Andover,Merrimack,U.S. House,2,,Scatter,False,0
Antrim,Hillsborough,U.S. House,2,,Scatter,False,0
Ashland,Grafton,U.S. House,2,,Scatter,False,0
At. & Gil. Academy Grant,Coos,U.S. House,2,,Scatter,False,0
Atkinson,Rockingham,U.S. House,2,,Scatter,False,1
Bath,Grafton,U.S. House,2,,Scatter,False,0
Bean's Grant,Coos,U.S. House,2,,Scatter,False,0
Bean's Purchase,Coos,U.S. House,2,,Scatter,False,0
Bennington,Hillsborough,U.S. House,2,,Scatter,False,0
Benton,Grafton,U.S. House,2,,Scatter,False,0
Berlin,Coos,U.S. House,2,,Scatter,False,7
Bethlehem,Grafton,U.S. House,2,,Scatter,False,0
Boscawen,Merrimack,U.S. House,2,,Scatter,False,0
Bow,Merrimack,U.S. House,2,,Scatter,False,4
Bradford,Merrimack,U.S. House,2,,Scatter,False,0
Bridgewater,Grafton,U.S. House,2,,Scatter,False,0
Bristol,Grafton,U.S. House,2,,Scatter,False,2
Brookline,Hillsborough,U.S. House,2,,Scatter,False,0
Cambridge,Coos,U.S. House,2,,Scatter,False,0
Canaan,Grafton,U.S. House,2,,Scatter,False,1
Canterbury,Merrimack,U.S. House,2,,Scatter,False,0
Carroll,Coos,U.S. House,2,,Scatter,False,0
Center Harbor,Belknap,U.S. House,2,,Scatter,False,1
Chandler's Purchase,Coos,U.S. House,2,,Scatter,False,0
Charlestown,Sullivan,U.S. House,2,,Scatter,False,0
Chesterfield,Cheshire,U.S. House,2,,Scatter,False,1
Chichester,Merrimack,U.S. House,2,,Scatter,False,1
Claremont,Sullivan,U.S. House,2,,Scatter,False,9
Clarksville,Coos,U.S. House,2,,Scatter,False,0
Colebrook,Coos,U.S. House,2,,Scatter,False,1
Columbia,Coos,U.S. House,2,,Scatter,False,0
Concord,Merrimack,U.S. House,2,,Scatter,False,20
Cornish,Sullivan,U.S. House,2,,Scatter,False,1
Crawford's Purchase,Coos,U.S. House,2,,Scatter,False,0
Croydon,Sullivan,U.S. House,2,,Scatter,False,0
Cutt's Grant,Coos,U.S. House,2,,Scatter,False,0
Dalton,Coos,U.S. House,2,,Scatter,False,0
Danbury,Merrimack,U.S. House,2,,Scatter,False,0
Deerfield,Rockingham,U.S. House,2,,Scatter,False,1
Deering,Hillsborough,U.S. House,2,,Scatter,False,1
Dix's Grant,Coos,U.S. House,2,,Scatter,False,0
Dixville,Coos,U.S. House,2,,Scatter,False,0
Dorchester,Grafton,U.S. House,2,,Scatter,False,0
Dublin,Cheshire,U.S. House,2,,Scatter,False,2
Dummer,Coos,U.S. House,2,,Scatter,False,0
Dunbarton,Merrimack,U.S. House,2,,Scatter,False,1
Easton,Grafton,U.S. House,2,,Scatter,False,0
Ellsworth,Grafton,U.S. House,2,,Scatter,False,0
Enfield,Grafton,U.S. House,2,,Scatter,False,0
Epsom,Merrimack,U.S. House,2,,Scatter,False,3
Errol,Coos,U.S. House,2,,Scatter,False,0
Erving's Location,Coos,U.S. House,2,,Scatter,False,0
Fitzwilliam,Cheshire,U.S. House,2,,Scatter,False,2
Francestown,Hillsborough,U.S. House,2,,Scatter,False,0
Franconia,Grafton,U.S. House,2,,Scatter,False,0
Franklin,Merrimack,U.S. House,2,,Scatter,False,3
Gilsum,Cheshire,U.S. House,2,,Scatter,False,0
Gorham,Coos,U.S. House,2,,Scatter,False,0
Goshen,Sullivan,U.S. House,2,,Scatter,False,1
Grafton,Grafton,U.S. House,2,,Scatter,False,1
Grantham,Sullivan,U.S. House,2,,Scatter,False,0
Green's Grant,Coos,U.S. House,2,,Scatter,False,0
Greenfield,Hillsborough,U.S. House,2,,Scatter,False,0
Greenville,Hillsborough,U.S. House,2,,Scatter,False,0
Groton,Grafton,U.S. House,2,,Scatter,False,0
Hadley's Purchase,Coos,U.S. House,2,,Scatter,False,0
Hancock,Hillsborough,U.S. House,2,,Scatter,False,0
Hanover,Grafton,U.S. House,2,,Scatter,False,3
Harrisville,Cheshire,U.S. House,2,,Scatter,False,0
Haverhill,Grafton,U.S. House,2,,Scatter,False,0
Hebron,Grafton,U.S. House,2,,Scatter,False,0
Henniker,Merrimack,U.S. House,2,,Scatter,False,0
Hill,Merrimack,U.S. House,2,,Scatter,False,0
Hillsborough,Hillsborough,U.S. House,2,,Scatter,False,0
Hinsdale,Cheshire,U.S. House,2,,Scatter,False,1
Holderness,Grafton,U.S. House,2,,Scatter,False,0
Hollis,Hillsborough,U.S. House,2,,Scatter,False,5
Hopkinton,Merrimack,U.S. House,2,,Scatter,False,5
Hudson,Hillsborough,U.S. House,2,,Scatter,False,13
Jaffrey,Cheshire,U.S. House,2,,Scatter,False,2
Jefferson,Coos,U.S. House,2,,Scatter,False,1
Keene,Cheshire,U.S. House,2,,Scatter,False,11
Kilkenny,Coos,U.S. House,2,,Scatter,False,0
Lancaster,Coos,U.S. House,2,,Scatter,False,3
Landaff,Grafton,U.S. House,2,,Scatter,False,0
Langdon,Sullivan,U.S. House,2,,Scatter,False,0
Lebanon,Grafton,U.S. House,2,,Scatter,False,2
Lempster,Sullivan,U.S. House,2,,Scatter,False,0
Lincoln,Grafton,U.S. House,2,,Scatter,False,2
Lisbon,Grafton,U.S. House,2,,Scatter,False,2
Litchfield,Hillsborough,U.S. House,2,,Scatter,False,0
Littleton,Grafton,U.S. House,2,,Scatter,False,0
Livermore,Grafton,U.S. House,2,,Scatter,False,0
Loudon,Merrimack,U.S. House,2,,Scatter,False,4
Low & Burbank's Grant,Coos,U.S. House,2,,Scatter,False,0
Lyman,Grafton,U.S. House,2,,Scatter,False,0
Lyme,Grafton,U.S. House,2,,Scatter,False,0
Lyndeborough,Hillsborough,U.S. House,2,,Scatter,False,0
Marlborough,Cheshire,U.S. House,2,,Scatter,False,1
Marlow,Cheshire,U.S. House,2,,Scatter,False,0
Martin's Location,Coos,U.S. House,2,,Scatter,False,0
Mason,Hillsborough,U.S. House,2,,Scatter,False,0
Milan,Coos,U.S. House,2,,Scatter,False,0
Milford,Hillsborough,U.S. House,2,,Scatter,False,2
Millsfield,Coos,U.S. House,2,,Scatter,False,0
Monroe,Grafton,U.S. House,2,,Scatter,False,0
Mont Vernon,Hillsborough,U.S. House,2,,Scatter,False,0
Nashua,Hillsborough,U.S. House,2,,Scatter,False,28
Nelson,Cheshire,U.S. House,2,,Scatter,False,0
New Boston,Hillsborough,U.S. House,2,,Scatter,False,0
New Ipswich,Hillsborough,U.S. House,2,,Scatter,False,4
New London,Merrimack,U.S. House,2,,Scatter,False,2
Newbury,Merrimack,U.S. House,2,,Scatter,False,0
Newport,Sullivan,U.S. House,2,,Scatter,False,1
Northfield,Merrimack,U.S. House,2,,Scatter,False,0
Northumberland,Coos,U.S. House,2,,Scatter,False,1
Northwood,Rockingham,U.S. House,2,,Scatter,False,0
Odell,Coos,U.S. House,2,,Scatter,False,0
Orange,Grafton,U.S. House,2,,Scatter,False,0
Orford,Grafton,U.S. House,2,,Scatter,False,0
Pelham,Hillsborough,U.S. House,2,,Scatter,False,0
Pembroke,Merrimack,U.S. House,2,,Scatter,False,0
Peterborough,Hillsborough,U.S. House,2,,Scatter,False,2
Piermont,Grafton,U.S. House,2,,Scatter,False,1
Pinkham's Grant,Coos,U.S. House,2,,Scatter,False,0
Pittsburg,Coos,U.S. House,2,,Scatter,False,0
Pittsfield,Merrimack,U.S. House,2,,Scatter,False,0
Plainfield,Sullivan,U.S. House,2,,Scatter,False,0
Plymouth,Grafton,U.S. House,2,,Scatter,False,11
Randolph,Coos,U.S. House,2,,Scatter,False,0
Richmond,Cheshire,U.S. House,2,,Scatter,False,8
Rindge,Cheshire,U.S. House,2,,Scatter,False,2
Roxbury,Cheshire,U.S. House,2,,Scatter,False,0
Rumney,Grafton,U.S. House,2,,Scatter,False,0
Salem,Rockingham,U.S. House,2,,Scatter,False,2
Salisbury,Merrimack,U.S. House,2,,Scatter,False,0
Sargent's Purchase,Coos,U.S. House,2,,Scatter,False,0
Second College Grant,Coos,U.S. House,2,,Scatter,False,0
Sharon,Hillsborough,U.S. House,2,,Scatter,False,0
Shelburne,Coos,U.S. House,2,,Scatter,False,0
Springfield,Sullivan,U.S. House,2,,Scatter,False,1
Stark,Coos,U.S. House,2,,Scatter,False,0
Stewartstown,Coos,U.S. House,2,,Scatter,False,0
Stoddard,Cheshire,U.S. House,2,,Scatter,False,0
Stratford,Coos,U.S. House,2,,Scatter,False,0
Success,Coos,U.S. House,2,,Scatter,False,0
Sugar Hill,Grafton,U.S. House,2,,Scatter,False,0
Sullivan,Cheshire,U.S. House,2,,Scatter,False,0
Sunapee,Sullivan,U.S. House,2,,Scatter,False,2
Surry,Cheshire,U.S. House,2,,Scatter,False,0
Sutton,Merrimack,U.S. House,2,,Scatter,False,0
Swanzey,Cheshire,U.S. House,2,,Scatter,False,2
Temple,Hillsborough,U.S. House,2,,Scatter,False,0
Thompson & Meserve's Pur.,Coos,U.S. House,2,,Scatter,False,0
Thornton,Grafton,U.S. House,2,,Scatter,False,0
Troy,Cheshire,U.S. House,2,,Scatter,False,0
Unity,Sullivan,U.S. House,2,,Scatter,False,0
Walpole,Cheshire,U.S. House,2,,Scatter,False,2
Warner,Merrimack,U.S. House,2,,Scatter,False,0
Warren,Grafton,U.S. House,2,,Scatter,False,0
Washington,Sullivan,U.S. House,2,,Scatter,False,0
Waterville Valley,Grafton,U.S. House,2,,Scatter,False,0
Weare,Hillsborough,U.S. House,2,,Scatter,False,1
Webster,Merrimack,U.S. House,2,,Scatter,False,1
Wentworth,Grafton,U.S. House,2,,Scatter,False,2
Wentworth's Location,Coos,U.S. House,2,,Scatter,False,0
Westmoreland,Cheshire,U.S. House,2,,Scatter,False,0
Whitefield,Coos,U.S. House,2,,Scatter,False,2
Wilmot,Merrimack,U.S. House,2,,Scatter,False,0
Wilton,Hillsborough,U.S. House,2,,Scatter,False,0
Winchester,Cheshire,U.S. House,2,,Scatter,False,3
Windham,Rockingham,U.S. House,2,,Scatter,False,4
Windsor,Hillsborough,U.S. House,2,,Scatter,False,0
Woodstock,Grafton,U.S. House,2,,Scatter,False,0
