town,county,office,district,party,candidate,winner,votes
Salisbury,Merrimack,U.S. House,2,R,Charles Bass,False,380
Sargent's Purchase,Coos,U.S. House,2,R,Charles Bass,False,0
Second College Grant,Coos,U.S. House,2,R,Charles Bass,False,0
Sharon,Hillsborough,U.S. House,2,R,Charles Bass,False,103
Shelburne,Coos,U.S. House,2,R,Charles Bass,False,116
Springfield,Sullivan,U.S. House,2,R,Charles Bass,False,390
Stark,Coos,U.S. House,2,R,Charles Bass,False,132
Stewartstown,Coos,U.S. House,2,R,Charles Bass,False,181
Stoddard,Cheshire,U.S. House,2,R,Charles Bass,False,315
Stratford,Coos,U.S. House,2,R,Charles Bass,False,112
Success,Coos,U.S. House,2,R,Charles Bass,False,0
Sugar Hill,Grafton,U.S. House,2,R,Charles Bass,False,161
Sullivan,Cheshire,U.S. House,2,R,Charles Bass,False,148
Sunapee,Sullivan,U.S. House,2,R,Charles Bass,False,1047
Surry,Cheshire,U.S. House,2,R,Charles Bass,False,199
Sutton,Merrimack,U.S. House,2,R,Charles Bass,False,545
Swanzey,Cheshire,U.S. House,2,R,Charles Bass,False,1480
Temple,Hillsborough,U.S. House,2,R,Charles Bass,False,419
Thompson & Meserve's Pur.,Coos,U.S. House,2,R,Charles Bass,False,0
Thornton,Grafton,U.S. House,2,R,Charles Bass,False,615
Troy,Cheshire,U.S. House,2,R,Charles Bass,False,390
Unity,Sullivan,U.S. House,2,R,Charles Bass,False,337
Walpole,Cheshire,U.S. House,2,R,Charles Bass,False,789
Warner,Merrimack,U.S. House,2,R,Charles Bass,False,652
Warren,Grafton,U.S. House,2,R,Charles Bass,False,223
Washington,Sullivan,U.S. House,2,R,Charles Bass,False,310
Waterville Valley,Grafton,U.S. House,2,R,Charles Bass,False,112
Weare,Hillsborough,U.S. House,2,R,Charles Bass,False,2463
Webster,Merrimack,U.S. House,2,R,Charles Bass,False,485
Wentworth,Grafton,U.S. House,2,R,Charles Bass,False,256
Wentworth's Location,Coos,U.S. House,2,R,Charles Bass,False,10
Westmoreland,Cheshire,U.S. House,2,R,Charles Bass,False,416
Whitefield,Coos,U.S. House,2,R,Charles Bass,False,515
Wilmot,Merrimack,U.S. House,2,R,Charles Bass,False,348
Wilton,Hillsborough,U.S. House,2,R,Charles Bass,False,958
Winchester,Cheshire,U.S. House,2,R,Charles Bass,False,634
Windham,Rockingham,U.S. House,2,R,Charles Bass,False,4807
Windsor,Hillsborough,U.S. House,2,R,Charles Bass,False,55
Woodstock,Grafton,U.S. House,2,R,Charles Bass,False,354
Acworth,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,306
Alexandria,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,423
Allenstown,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,1002
Alstead,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,607
Amherst,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,3125
Andover,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,695
Antrim,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,752
Ashland,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,506
At. & Gil. Academy Grant,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Atkinson,Rockingham,U.S. House,2,D,"Ann McLane Kuster,",True,1500
Bath,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,225
Bean's Grant,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Bean's Purchase,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Bennington,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,345
Benton,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,59
Berlin,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,2413
Bethlehem,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,742
Boscawen,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,828
Bow,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,2254
Bradford,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,461
Bridgewater,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,296
Bristol,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,676
Brookline,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,1166
Cambridge,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Canaan,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,976
Canterbury,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,821
Carroll,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,246
Center Harbor,Belknap,U.S. House,2,D,"Ann McLane Kuster,",True,287
Chandler's Purchase,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Charlestown,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,1195
Chesterfield,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,1118
Chichester,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,664
Claremont,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,2877
Clarksville,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,46
Colebrook,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,388
Columbia,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,136
Concord,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,12722
Cornish,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,575
Crawford's Purchase,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Croydon,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,180
Cutt's Grant,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Dalton,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,192
Danbury,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,285
Deerfield,Rockingham,U.S. House,2,D,"Ann McLane Kuster,",True,1066
Deering,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,458
Dix's Grant,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Dixville,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,3
Dorchester,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,81
Dublin,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,592
Dummer,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,74
Dunbarton,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,713
Easton,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,114
Ellsworth,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,26
Enfield,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,1369
Epsom,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,1086
Errol,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,72
Erving's Location,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Fitzwilliam,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,675
Francestown,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,488
Franconia,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,410
Franklin,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,1781
Gilsum,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,221
Gorham,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,866
Goshen,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,196
Grafton,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,294
Grantham,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,1068
Green's Grant,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,1
Greenfield,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,432
Greenville,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,433
Groton,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,131
Hadley's Purchase,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Hancock,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,653
Hanover,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,4876
Harrisville,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,448
Haverhill,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,834
Hebron,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,140
Henniker,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,1350
Hill,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,256
Hillsborough,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,1327
Hinsdale,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,1095
Holderness,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,670
Hollis,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,2298
Hopkinton,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,2125
Hudson,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,4930
Jaffrey,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,1397
Jefferson,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,225
Keene,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,7525
Kilkenny,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Lancaster,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,719
Landaff,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,108
Langdon,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,207
Lebanon,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,4267
Lempster,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,260
Lincoln,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,357
Lisbon,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,321
Litchfield,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,1756
Littleton,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,1290
Livermore,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,0
Loudon,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,1242
Low & Burbank's Grant,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Lyman,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,144
Lyme,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,871
Lyndeborough,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,472
Marlborough,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,706
Marlow,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,230
Martin's Location,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Mason,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,318
Milan,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,373
Milford,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,3516
Millsfield,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,5
Monroe,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,188
Mont Vernon,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,661
Nashua,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,20763
Nelson,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,275
New Boston,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,1304
New Ipswich,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,773
New London,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,1495
Newbury,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,617
Newport,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,1254
Northfield,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,1016
Northumberland,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,497
Northwood,Rockingham,U.S. House,2,D,"Ann McLane Kuster,",True,1082
Odell,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Orange,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,92
Orford,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,408
Pelham,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,2584
Pembroke,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,1824
Peterborough,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,2277
Piermont,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,230
Pinkham's Grant,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,2
Pittsburg,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,164
Pittsfield,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,843
Plainfield,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,888
Plymouth,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,1864
Randolph,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,155
Richmond,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,312
Rindge,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,1239
Roxbury,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,96
Rumney,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,376
Salem,Rockingham,U.S. House,2,D,"Ann McLane Kuster,",True,5334
Salisbury,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,344
Sargent's Purchase,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Second College Grant,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Sharon,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,145
Shelburne,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,121
Springfield,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,325
Stark,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,137
Stewartstown,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,127
Stoddard,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,390
Stratford,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,130
Success,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Sugar Hill,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,242
Sullivan,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,197
Sunapee,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,844
Surry,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,262
Sutton,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,600
Swanzey,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,1899
Temple,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,406
Thompson & Meserve's Pur.,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,0
Thornton,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,668
Troy,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,506
Unity,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,382
Walpole,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,1175
Warner,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,873
Warren,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,191
Washington,Sullivan,U.S. House,2,D,"Ann McLane Kuster,",True,245
Waterville Valley,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,114
Weare,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,1826
Webster,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,543
Wentworth,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,189
Wentworth's Location,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,7
Westmoreland,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,605
Whitefield,Coos,U.S. House,2,D,"Ann McLane Kuster,",True,511
Wilmot,Merrimack,U.S. House,2,D,"Ann McLane Kuster,",True,455
Wilton,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,1030
Winchester,Cheshire,U.S. House,2,D,"Ann McLane Kuster,",True,1013
Windham,Rockingham,U.S. House,2,D,"Ann McLane Kuster,",True,2721
Windsor,Hillsborough,U.S. House,2,D,"Ann McLane Kuster,",True,38
Woodstock,Grafton,U.S. House,2,D,"Ann McLane Kuster,",True,351
Acworth,Sullivan,U.S. House,2,LIB,Hardy Macia,False,16
Alexandria,Grafton,U.S. House,2,LIB,Hardy Macia,False,47
Allenstown,Merrimack,U.S. House,2,LIB,Hardy Macia,False,124
Alstead,Cheshire,U.S. House,2,LIB,Hardy Macia,False,38
Amherst,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,282
Andover,Merrimack,U.S. House,2,LIB,Hardy Macia,False,65
Antrim,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,56
Ashland,Grafton,U.S. House,2,LIB,Hardy Macia,False,72
At. & Gil. Academy Grant,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Atkinson,Rockingham,U.S. House,2,LIB,Hardy Macia,False,200
Bath,Grafton,U.S. House,2,LIB,Hardy Macia,False,15
Bean's Grant,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Bean's Purchase,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Bennington,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,44
Benton,Grafton,U.S. House,2,LIB,Hardy Macia,False,5
Berlin,Coos,U.S. House,2,LIB,Hardy Macia,False,164
Bethlehem,Grafton,U.S. House,2,LIB,Hardy Macia,False,48
Boscawen,Merrimack,U.S. House,2,LIB,Hardy Macia,False,120
Bow,Merrimack,U.S. House,2,LIB,Hardy Macia,False,122
Bradford,Merrimack,U.S. House,2,LIB,Hardy Macia,False,46
Bridgewater,Grafton,U.S. House,2,LIB,Hardy Macia,False,19
Bristol,Grafton,U.S. House,2,LIB,Hardy Macia,False,86
Brookline,Hillsborough,U.S. House,2,LIB,Hardy Macia,False,144
Cambridge,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Canaan,Grafton,U.S. House,2,LIB,Hardy Macia,False,73
Canterbury,Merrimack,U.S. House,2,LIB,Hardy Macia,False,63
Carroll,Coos,U.S. House,2,LIB,Hardy Macia,False,23
Center Harbor,Belknap,U.S. House,2,LIB,Hardy Macia,False,15
Chandler's Purchase,Coos,U.S. House,2,LIB,Hardy Macia,False,0
Charlestown,Sullivan,U.S. House,2,LIB,Hardy Macia,False,129
Chesterfield,Cheshire,U.S. House,2,LIB,Hardy Macia,False,74
Chichester,Merrimack,U.S. House,2,LIB,Hardy Macia,False,61
Claremont,Sullivan,U.S. House,2,LIB,Hardy Macia,False,276
Clarksville,Coos,U.S. House,2,LIB,Hardy Macia,False,11
Colebrook,Coos,U.S. House,2,LIB,Hardy Macia,False,52
Columbia,Coos,U.S. House,2,LIB,Hardy Macia,False,14
