county,jurisdiction,candidate,party,office,district,votes
Belknap,Belmont,George W. Bush,Republican,President,,338
Belknap,Belmont,Kenneth A. Capalbo,Republican,President,,1
Belknap,Belmont,Steve Forbes,Republican,President,,143
Belknap,Belmont,Mark 'Dick' Harnes,Republican,President,,0
Belknap,Belmont,Orrin G. Hatch,Republican,President,,0
Belknap,Belmont,Alan Lee Keyes,Republican,President,,110
Belknap,Belmont,Andy Martin,Republican,President,,0
Belknap,Belmont,John McCain,Republican,President,,535
Belknap,Belmont,Timothy Lee Mosby,Republican,President,,0
Belknap,Belmont,Tom Oyler,Republican,President,,0
Belknap,Belmont,Richard C. Peet,Republican,President,,0
Belknap,Belmont,Dorian Yeager,Republican,President,,0
Belknap,Belmont,Bill Bradley,Republican,President,,6
Belknap,Belmont,Charles Buckley,Republican,President,,0
Belknap,Belmont,Willie F. Carter,Republican,President,,0
Belknap,Belmont,Randolph 'Randy' W. Crow,Republican,President,,0
Belknap,Belmont,John B. Eaton,Republican,President,,0
Belknap,Belmont,Al Gore,Republican,President,,18
Belknap,Belmont,Mark Greenstein,Republican,President,,0
Belknap,Belmont,Vincent S. Hamm,Republican,President,,0
Belknap,Belmont,Heather Harder,Republican,President,,0
Belknap,Belmont,Thomas Koos,Republican,President,,0
Belknap,Belmont,"Lyndon H. LaRouche, Jr",Republican,President,,0
Belknap,Belmont,Nathaniel Thomas Mullins,Republican,President,,0
Belknap,Belmont,"Edward T. O'Donnell, Jr",Republican,President,,0
Belknap,Belmont,Jeffrey B. Peters,Republican,President,,0
Belknap,Belmont,Michael Skok,Republican,President,,0
Belknap,Belmont,Jim Taylor,Republican,President,,0
Belknap,Belmont,Scattered,Republican,President,,1
Belknap,Belmont,Elizabeth Dole,Republican,President,,2
Belknap,CenterHarbor,Gary Bauer,Republican,President,,6
Belknap,CenterHarbor,"Samuel H. Berry, Jr",Republican,President,,0
Belknap,CenterHarbor,George W. Bush,Republican,President,,96
Belknap,CenterHarbor,Kenneth A. Capalbo,Republican,President,,0
Belknap,CenterHarbor,Steve Forbes,Republican,President,,40
Belknap,CenterHarbor,Mark 'Dick' Harnes,Republican,President,,0
Belknap,CenterHarbor,Orrin G. Hatch,Republican,President,,0
Belknap,CenterHarbor,Alan Lee Keyes,Republican,President,,20
Belknap,CenterHarbor,Andy Martin,Republican,President,,0
Belknap,CenterHarbor,John McCain,Republican,President,,153
Belknap,CenterHarbor,Timothy Lee Mosby,Republican,President,,0
Belknap,CenterHarbor,Tom Oyler,Republican,President,,0
Belknap,CenterHarbor,Richard C. Peet,Republican,President,,0
Belknap,CenterHarbor,Dorian Yeager,Republican,President,,0
Belknap,CenterHarbor,Bill Bradley,Republican,President,,3
Belknap,CenterHarbor,Charles Buckley,Republican,President,,0
Belknap,CenterHarbor,Willie F. Carter,Republican,President,,0
Belknap,CenterHarbor,Randolph 'Randy' W. Crow,Republican,President,,0
Belknap,CenterHarbor,John B. Eaton,Republican,President,,0
Belknap,CenterHarbor,Al Gore,Republican,President,,0
Belknap,CenterHarbor,Mark Greenstein,Republican,President,,0
Belknap,CenterHarbor,Vincent S. Hamm,Republican,President,,0
Belknap,CenterHarbor,Heather Harder,Republican,President,,0
Belknap,CenterHarbor,Thomas Koos,Republican,President,,0
Belknap,CenterHarbor,"Lyndon H. LaRouche, Jr",Republican,President,,0
Belknap,CenterHarbor,Nathaniel Thomas Mullins,Republican,President,,0
Belknap,CenterHarbor,"Edward T. O'Donnell, Jr",Republican,President,,0
Belknap,CenterHarbor,Jeffrey B. Peters,Republican,President,,0
Belknap,CenterHarbor,Michael Skok,Republican,President,,
Belknap,CenterHarbor,Jim Taylor,Republican,President,,0
Belknap,CenterHarbor,Scattered,Republican,President,,0
Belknap,CenterHarbor,Elizabeth Dole,Republican,President,,0
Belknap,Gilford,Gary Bauer,Republican,President,,5
Belknap,Gilford,"Samuel H. Berry, Jr",Republican,President,,0
Belknap,Gilford,George W. Bush,Republican,President,,678
Belknap,Gilford,Kenneth A. Capalbo,Republican,President,,0
Belknap,Gilford,Steve Forbes,Republican,President,,176
Belknap,Gilford,Mark 'Dick' Harnes,Republican,President,,0
Belknap,Gilford,Orrin G. Hatch,Republican,President,,3
Belknap,Gilford,Alan Lee Keyes,Republican,President,,63
Belknap,Gilford,Andy Martin,Republican,President,,0
Belknap,Gilford,John McCain,Republican,President,,985
Belknap,Gilford,Timothy Lee Mosby,Republican,President,,1
Belknap,Gilford,Tom Oyler,Republican,President,,0
Belknap,Gilford,Richard C. Peet,Republican,President,,0
Belknap,Gilford,Dorian Yeager,Republican,President,,0
Belknap,Gilford,Bill Bradley,Republican,President,,14
Belknap,Gilford,Charles Buckley,Republican,President,,0
Belknap,Gilford,Willie F. Carter,Republican,President,,0
Belknap,Gilford,Randolph 'Randy' W. Crow,Republican,President,,0
Belknap,Gilford,John B. Eaton,Republican,President,,0
Belknap,Gilford,Al Gore,Republican,President,,15
Belknap,Gilford,Mark Greenstein,Republican,President,,0
Belknap,Gilford,Vincent S. Hamm,Republican,President,,0
Belknap,Gilford,Heather Harder,Republican,President,,0
Belknap,Gilford,Thomas Koos,Republican,President,,0
Belknap,Gilford,"Lyndon H. LaRouche, Jr",Republican,President,,0
Belknap,Gilford,Nathaniel Thomas Mullins,Republican,President,,0
Belknap,Gilford,"Edward T. O'Donnell, Jr",Republican,President,,0
Belknap,Gilford,Jeffrey B. Peters,Republican,President,,0
Belknap,Gilford,Michael Skok,Republican,President,,0
Belknap,Gilford,Jim Taylor,Republican,President,,0
Belknap,Gilford,Scattered,Republican,President,,1
Belknap,Gilford,Elizabeth Dole,Republican,President,,0
Belknap,Gilmanton,Gary Bauer,Republican,President,,0
Belknap,Gilmanton,"Samuel H. Berry, Jr",Republican,President,,0
Belknap,Gilmanton,George W. Bush,Republican,President,,216
Belknap,Gilmanton,Kenneth A. Capalbo,Republican,President,,1
Belknap,Gilmanton,Steve Forbes,Republican,President,,12
Belknap,Gilmanton,Mark 'Dick' Harnes,Republican,President,,0
Belknap,Gilmanton,Orrin G. Hatch,Republican,President,,0
Belknap,Gilmanton,Alan Lee Keyes,Republican,President,,48
Belknap,Gilmanton,Andy Martin,Republican,President,,1
Belknap,Gilmanton,John McCain,Republican,President,,356
Belknap,Gilmanton,Timothy Lee Mosby,Republican,President,,0
Belknap,Gilmanton,Tom Oyler,Republican,President,,0
Belknap,Gilmanton,Richard C. Peet,Republican,President,,0
Belknap,Gilmanton,Dorian Yeager,Republican,President,,0
Belknap,Gilmanton,Bill Bradley,Republican,President,,12
Belknap,Gilmanton,Charles Buckley,Republican,President,,0
Belknap,Gilmanton,Willie F. Carter,Republican,President,,0
Belknap,Gilmanton,Randolph 'Randy' W. Crow,Republican,President,,0
Belknap,Gilmanton,John B. Eaton,Republican,President,,0
Belknap,Gilmanton,Al Gore,Republican,President,,4
Belknap,Gilmanton,Mark Greenstein,Republican,President,,0
Belknap,Gilmanton,Vincent S. Hamm,Republican,President,,0
Belknap,Gilmanton,Heather Harder,Republican,President,,0
Belknap,Gilmanton,Thomas Koos,Republican,President,,0
Belknap,Gilmanton,"Lyndon H. LaRouche, Jr",Republican,President,,0
Belknap,Gilmanton,Nathaniel Thomas Mullins,Republican,President,,0
Belknap,Gilmanton,"Edward T. O'Donnell, Jr",Republican,President,,0
Belknap,Gilmanton,Jeffrey B. Peters,Republican,President,,0
Belknap,Gilmanton,Michael Skok,Republican,President,,0
Belknap,Gilmanton,Jim Taylor,Republican,President,,0
Belknap,Gilmanton,Scattered,Republican,President,,0
Belknap,Gilmanton,Elizabeth Dole,Republican,President,,0
Belknap,LaconiaWd1,Gary Bauer,Republican,President,,4
Belknap,LaconiaWd1,"Samuel H. Berry, Jr",Republican,President,,0
Belknap,LaconiaWd1,George W. Bush,Republican,President,,299
Belknap,LaconiaWd1,Kenneth A. Capalbo,Republican,President,,0
Belknap,LaconiaWd1,Steve Forbes,Republican,President,,114
Belknap,LaconiaWd1,Mark 'Dick' Harnes,Republican,President,,0
Belknap,LaconiaWd1,Orrin G. Hatch,Republican,President,,0
Belknap,LaconiaWd1,Alan Lee Keyes,Republican,President,,28
Belknap,LaconiaWd1,Andy Martin,Republican,President,,0
Belknap,LaconiaWd1,John McCain,Republican,President,,341
Belknap,LaconiaWd1,Timothy Lee Mosby,Republican,President,,0
Belknap,LaconiaWd1,Tom Oyler,Republican,President,,0
Belknap,LaconiaWd1,Richard C. Peet,Republican,President,,0
Belknap,LaconiaWd1,Dorian Yeager,Republican,President,,0
Belknap,LaconiaWd1,Bill Bradley,Republican,President,,7
Belknap,LaconiaWd1,Charles Buckley,Republican,President,,0
Belknap,LaconiaWd1,Willie F. Carter,Republican,President,,0
Belknap,LaconiaWd1,Randolph 'Randy' W. Crow,Republican,President,,0
Belknap,LaconiaWd1,John B. Eaton,Republican,President,,0
Belknap,LaconiaWd1,Al Gore,Republican,President,,4
Belknap,LaconiaWd1,Mark Greenstein,Republican,President,,0
Belknap,LaconiaWd1,Vincent S. Hamm,Republican,President,,0
Belknap,LaconiaWd1,Heather Harder,Republican,President,,0
Belknap,LaconiaWd1,Thomas Koos,Republican,President,,0
Belknap,LaconiaWd1,"Lyndon H. LaRouche, Jr",Republican,President,,0
Belknap,LaconiaWd1,Nathaniel Thomas Mullins,Republican,President,,0
Belknap,LaconiaWd1,"Edward T. O'Donnell, Jr",Republican,President,,0
Belknap,LaconiaWd1,Jeffrey B. Peters,Republican,President,,0
Belknap,LaconiaWd1,Michael Skok,Republican,President,,0
Belknap,LaconiaWd1,Jim Taylor,Republican,President,,0
Belknap,LaconiaWd1,Scattered,Republican,President,,0
Belknap,LaconiaWd1,Elizabeth Dole,Republican,President,,0
Belknap,LaconiaWd2,Gary Bauer,Republican,President,,3
Belknap,LaconiaWd2,"Samuel H. Berry, Jr",Republican,President,,0
Belknap,LaconiaWd2,George W. Bush,Republican,President,,202
Belknap,LaconiaWd2,Kenneth A. Capalbo,Republican,President,,0
Belknap,LaconiaWd2,Steve Forbes,Republican,President,,86
Belknap,LaconiaWd2,Mark 'Dick' Harnes,Republican,President,,0
Belknap,LaconiaWd2,Orrin G. Hatch,Republican,President,,0
Belknap,LaconiaWd2,Alan Lee Keyes,Republican,President,,41
Belknap,LaconiaWd2,Andy Martin,Republican,President,,0
Belknap,LaconiaWd2,John McCain,Republican,President,,207
Belknap,LaconiaWd2,Timothy Lee Mosby,Republican,President,,0
Belknap,LaconiaWd2,Tom Oyler,Republican,President,,0
Belknap,LaconiaWd2,Richard C. Peet,Republican,President,,0
Belknap,LaconiaWd2,Dorian Yeager,Republican,President,,0
Belknap,LaconiaWd2,Bill Bradley,Republican,President,,3
Belknap,LaconiaWd2,Charles Buckley,Republican,President,,0
Belknap,LaconiaWd2,Willie F. Carter,Republican,President,,0
Belknap,LaconiaWd2,Randolph 'Randy' W. Crow,Republican,President,,0
Belknap,LaconiaWd2,John B. Eaton,Republican,President,,0
Belknap,LaconiaWd2,Al Gore,Republican,President,,4
Belknap,LaconiaWd2,Mark Greenstein,Republican,President,,0
Belknap,LaconiaWd2,Vincent S. Hamm,Republican,President,,0
Belknap,LaconiaWd2,Heather Harder,Republican,President,,0
Belknap,LaconiaWd2,Thomas Koos,Republican,President,,0
Belknap,LaconiaWd2,"Lyndon H. LaRouche, Jr",Republican,President,,0
Belknap,LaconiaWd2,Nathaniel Thomas Mullins,Republican,President,,0
Belknap,LaconiaWd2,"Edward T. O'Donnell, Jr",Republican,President,,0
Belknap,LaconiaWd2,Jeffrey B. Peters,Republican,President,,0
Belknap,LaconiaWd2,Michael Skok,Republican,President,,0
Belknap,LaconiaWd2,Jim Taylor,Republican,President,,0
Belknap,LaconiaWd2,Scattered,Republican,President,,0
Belknap,LaconiaWd2,Elizabeth Dole,Republican,President,,0
Belknap,LaconiaWd3,Gary Bauer,Republican,President,,0
Belknap,LaconiaWd3,"Samuel H. Berry, Jr",Republican,President,,0
Belknap,LaconiaWd3,George W. Bush,Republican,President,,185
Belknap,LaconiaWd3,Kenneth A. Capalbo,Republican,President,,0
Belknap,LaconiaWd3,Steve Forbes,Republican,President,,70
Belknap,LaconiaWd3,Mark 'Dick' Harnes,Republican,President,,0
Belknap,LaconiaWd3,Orrin G. Hatch,Republican,President,,0
Belknap,LaconiaWd3,Alan Lee Keyes,Republican,President,,32
Belknap,LaconiaWd3,Andy Martin,Republican,President,,0
Belknap,LaconiaWd3,John McCain,Republican,President,,232
Belknap,LaconiaWd3,Timothy Lee Mosby,Republican,President,,0
Belknap,LaconiaWd3,Tom Oyler,Republican,President,,0
Belknap,LaconiaWd3,Richard C. Peet,Republican,President,,0
Belknap,LaconiaWd3,Dorian Yeager,Republican,President,,0
Belknap,LaconiaWd3,Bill Bradley,Republican,President,,1
Belknap,LaconiaWd3,Charles Buckley,Republican,President,,0
Belknap,LaconiaWd3,Willie F. Carter,Republican,President,,0
Belknap,LaconiaWd3,Randolph 'Randy' W. Crow,Republican,President,,0
Belknap,LaconiaWd3,John B. Eaton,Republican,President,,0
Belknap,LaconiaWd3,Al Gore,Republican,President,,1
Belknap,LaconiaWd3,Mark Greenstein,Republican,President,,0
Belknap,LaconiaWd3,Vincent S. Hamm,Republican,President,,0
Belknap,LaconiaWd3,Heather Harder,Republican,President,,0
Belknap,LaconiaWd3,Thomas Koos,Republican,President,,0
Belknap,LaconiaWd3,"Lyndon H. LaRouche, Jr",Republican,President,,0
Belknap,LaconiaWd3,Nathaniel Thomas Mullins,Republican,President,,0
Belknap,LaconiaWd3,"Edward T. O'Donnell, Jr",Republican,President,,0
Belknap,LaconiaWd3,Jeffrey B. Peters,Republican,President,,0
Belknap,LaconiaWd3,Michael Skok,Republican,President,,0
Belknap,LaconiaWd3,Jim Taylor,Republican,President,,0
Belknap,LaconiaWd3,Scattered,Republican,President,,0
Belknap,LaconiaWd3,Elizabeth Dole,Republican,President,,0
Belknap,LaconiaWd4,Gary Bauer,Republican,President,,5
Belknap,LaconiaWd4,"Samuel H. Berry, Jr",Republican,President,,0
Belknap,LaconiaWd4,George W. Bush,Republican,President,,148
Belknap,LaconiaWd4,Kenneth A. Capalbo,Republican,President,,1
Belknap,LaconiaWd4,Steve Forbes,Republican,President,,68
Belknap,LaconiaWd4,Mark 'Dick' Harnes,Republican,President,,0
Belknap,LaconiaWd4,Orrin G. Hatch,Republican,President,,0
Belknap,LaconiaWd4,Alan Lee Keyes,Republican,President,,30
Belknap,LaconiaWd4,Andy Martin,Republican,President,,1
Belknap,LaconiaWd4,John McCain,Republican,President,,187
Belknap,LaconiaWd4,Timothy Lee Mosby,Republican,President,,0
Belknap,LaconiaWd4,Tom Oyler,Republican,President,,0
Belknap,LaconiaWd4,Richard C. Peet,Republican,President,,0
Belknap,LaconiaWd4,Dorian Yeager,Republican,President,,1
Belknap,LaconiaWd4,Bill Bradley,Republican,President,,0
Belknap,LaconiaWd4,Charles Buckley,Republican,President,,0
Belknap,LaconiaWd4,Willie F. Carter,Republican,President,,0
Belknap,LaconiaWd4,Randolph 'Randy' W. Crow,Republican,President,,0
Belknap,LaconiaWd4,John B. Eaton,Republican,President,,0
Belknap,LaconiaWd4,Al Gore,Republican,President,,2
Belknap,LaconiaWd4,Mark Greenstein,Republican,President,,0
Belknap,LaconiaWd4,Vincent S. Hamm,Republican,President,,0
Belknap,LaconiaWd4,Heather Harder,Republican,President,,0
Belknap,LaconiaWd4,Thomas Koos,Republican,President,,0
Belknap,LaconiaWd4,"Lyndon H. LaRouche, Jr",Republican,President,,0
Belknap,LaconiaWd4,Nathaniel Thomas Mullins,Republican,President,,0
Belknap,LaconiaWd4,"Edward T. O'Donnell, Jr",Republican,President,,0
Belknap,LaconiaWd4,Jeffrey B. Peters,Republican,President,,0
Belknap,LaconiaWd4,Michael Skok,Republican,President,,0
Belknap,LaconiaWd4,Jim Taylor,Republican,President,,0
Belknap,LaconiaWd4,Scattered,Republican,President,,9
Belknap,LaconiaWd4,Elizabeth Dole,Republican,President,,24
Belknap,LaconiaWd5,Gary Bauer,Republican,President,,1
Belknap,LaconiaWd5,"Samuel H. Berry, Jr",Republican,President,,0
Belknap,LaconiaWd5,George W. Bush,Republican,President,,134
Belknap,LaconiaWd5,Kenneth A. Capalbo,Republican,President,,0
Belknap,LaconiaWd5,Steve Forbes,Republican,President,,52
Belknap,LaconiaWd5,Mark 'Dick' Harnes,Republican,President,,0
Belknap,LaconiaWd5,Orrin G. Hatch,Republican,President,,0
Belknap,LaconiaWd5,Alan Lee Keyes,Republican,President,,25
Belknap,LaconiaWd5,Andy Martin,Republican,President,,0
Belknap,LaconiaWd5,John McCain,Republican,President,,197
Belknap,LaconiaWd5,Timothy Lee Mosby,Republican,President,,0
Belknap,LaconiaWd5,Tom Oyler,Republican,President,,0
Belknap,LaconiaWd5,Richard C. Peet,Republican,President,,0
Belknap,LaconiaWd5,Dorian Yeager,Republican,President,,0
Belknap,LaconiaWd5,Bill Bradley,Republican,President,,2
Belknap,LaconiaWd5,Charles Buckley,Republican,President,,0
Belknap,LaconiaWd5,Willie F. Carter,Republican,President,,0
Belknap,LaconiaWd5,Randolph 'Randy' W. Crow,Republican,President,,0
Belknap,LaconiaWd5,John B. Eaton,Republican,President,,0
Belknap,LaconiaWd5,Al Gore,Republican,President,,6
Belknap,LaconiaWd5,Mark Greenstein,Republican,President,,0
Belknap,LaconiaWd5,Vincent S. Hamm,Republican,President,,0
Belknap,LaconiaWd5,Heather Harder,Republican,President,,0
Belknap,LaconiaWd5,Thomas Koos,Republican,President,,0
Belknap,LaconiaWd5,"Lyndon H. LaRouche, Jr",Republican,President,,0
Belknap,LaconiaWd5,Nathaniel Thomas Mullins,Republican,President,,0
Belknap,LaconiaWd5,"Edward T. O'Donnell, Jr",Republican,President,,0
Belknap,LaconiaWd5,Jeffrey B. Peters,Republican,President,,0
Belknap,LaconiaWd5,Michael Skok,Republican,President,,0
Belknap,LaconiaWd5,Jim Taylor,Republican,President,,0
Belknap,LaconiaWd5,Scattered,Republican,President,,0
Belknap,LaconiaWd5,Elizabeth Dole,Republican,President,,0
Belknap,LaconiaWd6,Gary Bauer,Republican,President,,1
Belknap,LaconiaWd6,"Samuel H. Berry, Jr",Republican,President,,0
Belknap,LaconiaWd6,George W. Bush,Republican,President,,182
Belknap,LaconiaWd6,Kenneth A. Capalbo,Republican,President,,0
Belknap,LaconiaWd6,Steve Forbes,Republican,President,,80
Belknap,LaconiaWd6,Mark 'Dick' Harnes,Republican,President,,0
Belknap,LaconiaWd6,Orrin G. Hatch,Republican,President,,0
Belknap,LaconiaWd6,Alan Lee Keyes,Republican,President,,21
Belknap,LaconiaWd6,Andy Martin,Republican,President,,0
Belknap,LaconiaWd6,John McCain,Republican,President,,283
Belknap,LaconiaWd6,Timothy Lee Mosby,Republican,President,,0
Belknap,LaconiaWd6,Tom Oyler,Republican,President,,0
Belknap,LaconiaWd6,Richard C. Peet,Republican,President,,0
Belknap,LaconiaWd6,Dorian Yeager,Republican,President,,0
Belknap,LaconiaWd6,Bill Bradley,Republican,President,,6
Belknap,LaconiaWd6,Charles Buckley,Republican,President,,0
Belknap,LaconiaWd6,Willie F. Carter,Republican,President,,0
Belknap,LaconiaWd6,Randolph 'Randy' W. Crow,Republican,President,,0
Belknap,LaconiaWd6,John B. Eaton,Republican,President,,0
Belknap,LaconiaWd6,Al Gore,Republican,President,,5
Belknap,LaconiaWd6,Mark Greenstein,Republican,President,,0
Belknap,LaconiaWd6,Vincent S. Hamm,Republican,President,,0
Belknap,LaconiaWd6,Heather Harder,Republican,President,,0
Belknap,LaconiaWd6,Thomas Koos,Republican,President,,0
Belknap,LaconiaWd6,"Lyndon H. LaRouche, Jr",Republican,President,,0
Belknap,LaconiaWd6,Nathaniel Thomas Mullins,Republican,President,,0
Belknap,LaconiaWd6,"Edward T. O'Donnell, Jr",Republican,President,,0
Belknap,LaconiaWd6,Jeffrey B. Peters,Republican,President,,0
Belknap,LaconiaWd6,Michael Skok,Republican,President,,0
Belknap,LaconiaWd6,Jim Taylor,Republican,President,,0
Belknap,LaconiaWd6,Scattered,Republican,President,,0
Belknap,LaconiaWd6,Elizabeth Dole,Republican,President,,0
Belknap,Meredith,Gary Bauer,Republican,President,,8
Belknap,Meredith,"Samuel H. Berry, Jr",Republican,President,,0
Belknap,Meredith,George W. Bush,Republican,President,,558
Belknap,Meredith,Kenneth A. Capalbo,Republican,President,,1
Belknap,Meredith,Steve Forbes,Republican,President,,244
Belknap,Meredith,Mark 'Dick' Harnes,Republican,President,,0
Belknap,Meredith,Orrin G. Hatch,Republican,President,,1
Belknap,Meredith,Alan Lee Keyes,Republican,President,,64
Belknap,Meredith,Andy Martin,Republican,President,,1
Belknap,Meredith,John McCain,Republican,President,,699
Belknap,Meredith,Timothy Lee Mosby,Republican,President,,0
Belknap,Meredith,Tom Oyler,Republican,President,,0
Belknap,Meredith,Richard C. Peet,Republican,President,,0
Belknap,Meredith,Dorian Yeager,Republican,President,,0
Belknap,Meredith,Bill Bradley,Republican,President,,15
Belknap,Meredith,Charles Buckley,Republican,President,,0
Belknap,Meredith,Willie F. Carter,Republican,President,,0
Belknap,Meredith,Randolph 'Randy' W. Crow,Republican,President,,0
Belknap,Meredith,John B. Eaton,Republican,President,,0
Belknap,Meredith,Al Gore,Republican,President,,21
Belknap,Meredith,Mark Greenstein,Republican,President,,0
Belknap,Meredith,Vincent S. Hamm,Republican,President,,0
Belknap,Meredith,Heather Harder,Republican,President,,0
Belknap,Meredith,Thomas Koos,Republican,President,,0
Belknap,Meredith,"Lyndon H. LaRouche, Jr",Republican,President,,0
Belknap,Meredith,Nathaniel Thomas Mullins,Republican,President,,0
Belknap,Meredith,"Edward T. O'Donnell, Jr",Republican,President,,0
Belknap,Meredith,Jeffrey B. Peters,Republican,President,,0
Belknap,Meredith,Michael Skok,Republican,President,,0
Belknap,Meredith,Jim Taylor,Republican,President,,0
Belknap,Meredith,Scattered,Republican,President,,0
Belknap,Meredith,Elizabeth Dole,Republican,President,,0
Belknap,NewHampton,Gary Bauer,Republican,President,,5
Belknap,NewHampton,"Samuel H. Berry, Jr",Republican,President,,0
Belknap,NewHampton,George W. Bush,Republican,President,,135
Belknap,NewHampton,Kenneth A. Capalbo,Republican,President,,0
Belknap,NewHampton,Steve Forbes,Republican,President,,73
Belknap,NewHampton,Mark 'Dick' Harnes,Republican,President,,0
Belknap,NewHampton,Orrin G. Hatch,Republican,President,,0
Belknap,NewHampton,Alan Lee Keyes,Republican,President,,45
Belknap,NewHampton,Andy Martin,Republican,President,,0
Belknap,NewHampton,John McCain,Republican,President,,178
Belknap,NewHampton,Timothy Lee Mosby,Republican,President,,0
Belknap,NewHampton,Tom Oyler,Republican,President,,0
Belknap,NewHampton,Richard C. Peet,Republican,President,,0
Belknap,NewHampton,Dorian Yeager,Republican,President,,0
Belknap,NewHampton,Bill Bradley,Republican,President,,4
Belknap,NewHampton,Charles Buckley,Republican,President,,0
Belknap,NewHampton,Willie F. Carter,Republican,President,,0
Belknap,NewHampton,Randolph 'Randy' W. Crow,Republican,President,,0
Belknap,NewHampton,John B. Eaton,Republican,President,,0
Belknap,NewHampton,Al Gore,Republican,President,,5
Belknap,NewHampton,Mark Greenstein,Republican,President,,0
Belknap,NewHampton,Vincent S. Hamm,Republican,President,,0
Belknap,NewHampton,Heather Harder,Republican,President,,0
Belknap,NewHampton,Thomas Koos,Republican,President,,0
Belknap,NewHampton,"Lyndon H. LaRouche, Jr",Republican,President,,0
Belknap,NewHampton,Nathaniel Thomas Mullins,Republican,President,,0
Belknap,NewHampton,"Edward T. O'Donnell, Jr",Republican,President,,0
Belknap,NewHampton,Jeffrey B. Peters,Republican,President,,0
Belknap,NewHampton,Michael Skok,Republican,President,,0
Belknap,NewHampton,Jim Taylor,Republican,President,,0
Belknap,NewHampton,Scattered,Republican,President,,0
Belknap,NewHampton,Elizabeth Dole,Republican,President,,0
