county,jurisdiction,candidate,party,office,district,votes
Hillsborough,Milford,Willie Felix Carter,Democratic,President,,2.0
Hillsborough,Milford,Randolph W. Crow,Democratic,President,,0
Hillsborough,Milford,John B. Eaton,Democratic,President,,3.0
Hillsborough,Milford,Albert Gore Jr.,Democratic,President,,693.0
Hillsborough,Milford,Mark Greenstein,Democratic,President,,0
Hillsborough,Milford,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Mont Vernon,Bill Bradley,Democratic,President,,172.0
Hillsborough,Mont Vernon,Charles Buckley,Democratic,President,,2.0
Hillsborough,Mont Vernon,Willie Felix Carter,Democratic,President,,0
Hillsborough,Mont Vernon,Randolph W. Crow,Democratic,President,,0
Hillsborough,Mont Vernon,John B. Eaton,Democratic,President,,1.0
Hillsborough,Mont Vernon,Albert Gore Jr.,Democratic,President,,106.0
Hillsborough,Mont Vernon,Mark Greenstein,Democratic,President,,0
Hillsborough,Mont Vernon,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Nashua Wd1,Bill Bradley,Democratic,President,,692.0
Hillsborough,Nashua Wd1,Charles Buckley,Democratic,President,,2.0
Hillsborough,Nashua Wd1,Willie Felix Carter,Democratic,President,,2.0
Hillsborough,Nashua Wd1,Randolph W. Crow,Democratic,President,,2.0
Hillsborough,Nashua Wd1,John B. Eaton,Democratic,President,,2.0
Hillsborough,Nashua Wd1,Albert Gore Jr.,Democratic,President,,820.0
Hillsborough,Nashua Wd1,Mark Greenstein,Democratic,President,,0
Hillsborough,Nashua Wd1,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Nashua Wd2,Bill Bradley,Democratic,President,,562.0
Hillsborough,Nashua Wd2,Charles Buckley,Democratic,President,,2.0
Hillsborough,Nashua Wd2,Willie Felix Carter,Democratic,President,,0
Hillsborough,Nashua Wd2,Randolph W. Crow,Democratic,President,,0
Hillsborough,Nashua Wd2,John B. Eaton,Democratic,President,,0
Hillsborough,Nashua Wd2,Albert Gore Jr.,Democratic,President,,591.0
Hillsborough,Nashua Wd2,Mark Greenstein,Democratic,President,,0
Hillsborough,Nashua Wd2,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Nashua Wd3,Bill Bradley,Democratic,President,,584.0
Hillsborough,Nashua Wd3,Charles Buckley,Democratic,President,,1.0
Hillsborough,Nashua Wd3,Willie Felix Carter,Democratic,President,,0
Hillsborough,Nashua Wd3,Randolph W. Crow,Democratic,President,,0
Hillsborough,Nashua Wd3,John B. Eaton,Democratic,President,,1.0
Hillsborough,Nashua Wd3,Albert Gore Jr.,Democratic,President,,588.0
Hillsborough,Nashua Wd3,Mark Greenstein,Democratic,President,,0
Hillsborough,Nashua Wd3,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Nashua Wd4,Bill Bradley,Democratic,President,,277.0
Hillsborough,Nashua Wd4,Charles Buckley,Democratic,President,,2.0
Hillsborough,Nashua Wd4,Willie Felix Carter,Democratic,President,,0
Hillsborough,Nashua Wd4,Randolph W. Crow,Democratic,President,,0
Hillsborough,Nashua Wd4,John B. Eaton,Democratic,President,,1.0
Hillsborough,Nashua Wd4,Albert Gore Jr.,Democratic,President,,493.0
Hillsborough,Nashua Wd4,Mark Greenstein,Democratic,President,,0
Hillsborough,Nashua Wd4,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Nashua Wd5,Bill Bradley,Democratic,President,,582.0
Hillsborough,Nashua Wd5,Charles Buckley,Democratic,President,,5.0
Hillsborough,Nashua Wd5,Willie Felix Carter,Democratic,President,,1.0
Hillsborough,Nashua Wd5,Randolph W. Crow,Democratic,President,,0
Hillsborough,Nashua Wd5,John B. Eaton,Democratic,President,,0
Hillsborough,Nashua Wd5,Albert Gore Jr.,Democratic,President,,685.0
Hillsborough,Nashua Wd5,Mark Greenstein,Democratic,President,,0
Hillsborough,Nashua Wd5,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Nashua Wd6,Bill Bradley,Democratic,President,,455.0
Hillsborough,Nashua Wd6,Charles Buckley,Democratic,President,,6.0
Hillsborough,Nashua Wd6,Willie Felix Carter,Democratic,President,,0
Hillsborough,Nashua Wd6,Randolph W. Crow,Democratic,President,,0
Hillsborough,Nashua Wd6,John B. Eaton,Democratic,President,,0
Hillsborough,Nashua Wd6,Albert Gore Jr.,Democratic,President,,781.0
Hillsborough,Nashua Wd6,Mark Greenstein,Democratic,President,,0
Hillsborough,Nashua Wd6,Vincent S. Hamm,Democratic,President,,1.0
Hillsborough,Nashua Wd7,Bill Bradley,Democratic,President,,497.0
Hillsborough,Nashua Wd7,Charles Buckley,Democratic,President,,4.0
Hillsborough,Nashua Wd7,Willie Felix Carter,Democratic,President,,1.0
Hillsborough,Nashua Wd7,Randolph W. Crow,Democratic,President,,0
Hillsborough,Nashua Wd7,John B. Eaton,Democratic,President,,3.0
Hillsborough,Nashua Wd7,Albert Gore Jr.,Democratic,President,,654.0
Hillsborough,Nashua Wd7,Mark Greenstein,Democratic,President,,0
Hillsborough,Nashua Wd7,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Nashua Wd8,Bill Bradley,Democratic,President,,551.0
Hillsborough,Nashua Wd8,Charles Buckley,Democratic,President,,0
Hillsborough,Nashua Wd8,Willie Felix Carter,Democratic,President,,0
Hillsborough,Nashua Wd8,Randolph W. Crow,Democratic,President,,0
Hillsborough,Nashua Wd8,John B. Eaton,Democratic,President,,0
Hillsborough,Nashua Wd8,Albert Gore Jr.,Democratic,President,,572.0
Hillsborough,Nashua Wd8,Mark Greenstein,Democratic,President,,0
Hillsborough,Nashua Wd8,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Nashua Wd9,Bill Bradley,Democratic,President,,581.0
Hillsborough,Nashua Wd9,Charles Buckley,Democratic,President,,2.0
Hillsborough,Nashua Wd9,Willie Felix Carter,Democratic,President,,0
Hillsborough,Nashua Wd9,Randolph W. Crow,Democratic,President,,0
Hillsborough,Nashua Wd9,John B. Eaton,Democratic,President,,0
Hillsborough,Nashua Wd9,Albert Gore Jr.,Democratic,President,,644.0
Hillsborough,Nashua Wd9,Mark Greenstein,Democratic,President,,0
Hillsborough,Nashua Wd9,Vincent S. Hamm,Democratic,President,,1.0
Hillsborough,New Boston,Bill Bradley,Democratic,President,,285.0
Hillsborough,New Boston,Charles Buckley,Democratic,President,,0
Hillsborough,New Boston,Willie Felix Carter,Democratic,President,,0
Hillsborough,New Boston,Randolph W. Crow,Democratic,President,,0
Hillsborough,New Boston,John B. Eaton,Democratic,President,,0
Hillsborough,New Boston,Albert Gore Jr.,Democratic,President,,227.0
Hillsborough,New Boston,Mark Greenstein,Democratic,President,,1.0
Hillsborough,New Boston,Vincent S. Hamm,Democratic,President,,0
Hillsborough,New Ipswich,Bill Bradley,Democratic,President,,137.0
Hillsborough,New Ipswich,Charles Buckley,Democratic,President,,0
Hillsborough,New Ipswich,Willie Felix Carter,Democratic,President,,0
Hillsborough,New Ipswich,Randolph W. Crow,Democratic,President,,0
Hillsborough,New Ipswich,John B. Eaton,Democratic,President,,0
Hillsborough,New Ipswich,Albert Gore Jr.,Democratic,President,,143.0
Hillsborough,New Ipswich,Mark Greenstein,Democratic,President,,0
Hillsborough,New Ipswich,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Pelham,Bill Bradley,Democratic,President,,619.0
Hillsborough,Pelham,Charles Buckley,Democratic,President,,6.0
Hillsborough,Pelham,Willie Felix Carter,Democratic,President,,0
Hillsborough,Pelham,Randolph W. Crow,Democratic,President,,3.0
Hillsborough,Pelham,John B. Eaton,Democratic,President,,2.0
Hillsborough,Pelham,Albert Gore Jr.,Democratic,President,,605.0
Hillsborough,Pelham,Mark Greenstein,Democratic,President,,1.0
Hillsborough,Pelham,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Peterborough,Bill Bradley,Democratic,President,,596.0
Hillsborough,Peterborough,Charles Buckley,Democratic,President,,0
Hillsborough,Peterborough,Willie Felix Carter,Democratic,President,,0
Hillsborough,Peterborough,Randolph W. Crow,Democratic,President,,0
Hillsborough,Peterborough,John B. Eaton,Democratic,President,,0
Hillsborough,Peterborough,Albert Gore Jr.,Democratic,President,,369.0
Hillsborough,Peterborough,Mark Greenstein,Democratic,President,,0
Hillsborough,Peterborough,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Sharon,Bill Bradley,Democratic,President,,37.0
Hillsborough,Sharon,Charles Buckley,Democratic,President,,0
Hillsborough,Sharon,Willie Felix Carter,Democratic,President,,0
Hillsborough,Sharon,Randolph W. Crow,Democratic,President,,0
Hillsborough,Sharon,John B. Eaton,Democratic,President,,0
Hillsborough,Sharon,Albert Gore Jr.,Democratic,President,,22.0
Hillsborough,Sharon,Mark Greenstein,Democratic,President,,0
Hillsborough,Sharon,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Temple,Bill Bradley,Democratic,President,,99.0
Hillsborough,Temple,Charles Buckley,Democratic,President,,0
Hillsborough,Temple,Willie Felix Carter,Democratic,President,,0
Hillsborough,Temple,Randolph W. Crow,Democratic,President,,0
Hillsborough,Temple,John B. Eaton,Democratic,President,,0
Hillsborough,Temple,Albert Gore Jr.,Democratic,President,,66.0
Hillsborough,Temple,Mark Greenstein,Democratic,President,,0
Hillsborough,Temple,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Weare,Bill Bradley,Democratic,President,,330.0
Hillsborough,Weare,Charles Buckley,Democratic,President,,0
Hillsborough,Weare,Willie Felix Carter,Democratic,President,,0
Hillsborough,Weare,Randolph W. Crow,Democratic,President,,1.0
Hillsborough,Weare,John B. Eaton,Democratic,President,,1.0
Hillsborough,Weare,Albert Gore Jr.,Democratic,President,,340.0
Hillsborough,Weare,Mark Greenstein,Democratic,President,,1.0
Hillsborough,Weare,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Wilton,Bill Bradley,Democratic,President,,348.0
Hillsborough,Wilton,Charles Buckley,Democratic,President,,0
Hillsborough,Wilton,Willie Felix Carter,Democratic,President,,0
Hillsborough,Wilton,Randolph W. Crow,Democratic,President,,0
Hillsborough,Wilton,John B. Eaton,Democratic,President,,1.0
Hillsborough,Wilton,Albert Gore Jr.,Democratic,President,,215.0
Hillsborough,Wilton,Mark Greenstein,Democratic,President,,0
Hillsborough,Wilton,Vincent S. Hamm,Democratic,President,,0
Hillsborough,Windsor,Bill Bradley,Democratic,President,,14.0
Hillsborough,Windsor,Charles Buckley,Democratic,President,,0
Hillsborough,Windsor,Willie Felix Carter,Democratic,President,,0
Hillsborough,Windsor,Randolph W. Crow,Democratic,President,,0
Hillsborough,Windsor,John B. Eaton,Democratic,President,,0
Hillsborough,Windsor,Albert Gore Jr.,Democratic,President,,10.0
Hillsborough,Windsor,Mark Greenstein,Democratic,President,,0
Hillsborough,Windsor,Vincent S. Hamm,Democratic,President,,0
Hillsborough,,Bill Bradley,Democratic,President,,21276.0
Hillsborough,,Charles Buckley,Democratic,President,,97.0
Hillsborough,,Willie Felix Carter,Democratic,President,,11.0
Hillsborough,,Randolph W. Crow,Democratic,President,,12.0
Hillsborough,,John B. Eaton,Democratic,President,,40.0
Hillsborough,,Albert Gore Jr.,Democratic,President,,24919.0
Hillsborough,,Mark Greenstein,Democratic,President,,21.0
Hillsborough,,Vincent S. Hamm,Democratic,President,,7.0
Hillsborough,Amherst,Heather A. Harder,Democratic,President,,1.0
Hillsborough,Amherst,Thomas Koos,Democratic,President,,0
Hillsborough,Amherst,Lyndon LaRouche Jr.,Democratic,President,,2.0
Hillsborough,Amherst,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Amherst,Edward T. O'Donnell Jr.,Democratic,President,,2.0
Hillsborough,Amherst,Jeffrey B. Peters,Democratic,President,,1.0
Hillsborough,Amherst,Michael Skok,Democratic,President,,1.0
Hillsborough,Amherst,Jim Taylor,Democratic,President,,0
Hillsborough,Antrim,Heather A. Harder,Democratic,President,,1.0
Hillsborough,Antrim,Thomas Koos,Democratic,President,,0
Hillsborough,Antrim,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Antrim,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Antrim,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Antrim,Jeffrey B. Peters,Democratic,President,,0
Hillsborough,Antrim,Michael Skok,Democratic,President,,0
Hillsborough,Antrim,Jim Taylor,Democratic,President,,0
Hillsborough,Bedford,Heather A. Harder,Democratic,President,,0
Hillsborough,Bedford,Thomas Koos,Democratic,President,,0
Hillsborough,Bedford,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Bedford,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Bedford,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Bedford,Jeffrey B. Peters,Democratic,President,,2.0
Hillsborough,Bedford,Michael Skok,Democratic,President,,0
Hillsborough,Bedford,Jim Taylor,Democratic,President,,4.0
Hillsborough,Bennington,Heather A. Harder,Democratic,President,,1.0
Hillsborough,Bennington,Thomas Koos,Democratic,President,,0
Hillsborough,Bennington,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Bennington,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Bennington,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Bennington,Jeffrey B. Peters,Democratic,President,,0
Hillsborough,Bennington,Michael Skok,Democratic,President,,0
Hillsborough,Bennington,Jim Taylor,Democratic,President,,0
Hillsborough,Brookline,Heather A. Harder,Democratic,President,,1.0
Hillsborough,Brookline,Thomas Koos,Democratic,President,,0
Hillsborough,Brookline,Lyndon LaRouche Jr.,Democratic,President,,1.0
Hillsborough,Brookline,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Brookline,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Brookline,Jeffrey B. Peters,Democratic,President,,3.0
Hillsborough,Brookline,Michael Skok,Democratic,President,,0
Hillsborough,Brookline,Jim Taylor,Democratic,President,,0
Hillsborough,Deering,Heather A. Harder,Democratic,President,,0
Hillsborough,Deering,Thomas Koos,Democratic,President,,0
Hillsborough,Deering,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Deering,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Deering,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Deering,Jeffrey B. Peters,Democratic,President,,0
Hillsborough,Deering,Michael Skok,Democratic,President,,0
Hillsborough,Deering,Jim Taylor,Democratic,President,,0
Hillsborough,Francestown,Heather A. Harder,Democratic,President,,0
Hillsborough,Francestown,Thomas Koos,Democratic,President,,0
Hillsborough,Francestown,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Francestown,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Francestown,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Francestown,Jeffrey B. Peters,Democratic,President,,1.0
Hillsborough,Francestown,Michael Skok,Democratic,President,,0
Hillsborough,Francestown,Jim Taylor,Democratic,President,,0
Hillsborough,Goffstown,Heather A. Harder,Democratic,President,,0
Hillsborough,Goffstown,Thomas Koos,Democratic,President,,0
Hillsborough,Goffstown,Lyndon LaRouche Jr.,Democratic,President,,7.0
Hillsborough,Goffstown,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Goffstown,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Goffstown,Jeffrey B. Peters,Democratic,President,,2.0
Hillsborough,Goffstown,Michael Skok,Democratic,President,,0
Hillsborough,Goffstown,Jim Taylor,Democratic,President,,0
Hillsborough,Greenfield,Heather A. Harder,Democratic,President,,0
Hillsborough,Greenfield,Thomas Koos,Democratic,President,,0
Hillsborough,Greenfield,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Greenfield,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Greenfield,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Greenfield,Jeffrey B. Peters,Democratic,President,,0
Hillsborough,Greenfield,Michael Skok,Democratic,President,,0
Hillsborough,Greenfield,Jim Taylor,Democratic,President,,0
Hillsborough,Greenville,Heather A. Harder,Democratic,President,,0
Hillsborough,Greenville,Thomas Koos,Democratic,President,,1.0
Hillsborough,Greenville,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Greenville,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Greenville,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Greenville,Jeffrey B. Peters,Democratic,President,,0
Hillsborough,Greenville,Michael Skok,Democratic,President,,0
Hillsborough,Greenville,Jim Taylor,Democratic,President,,0
Hillsborough,Hancock,Heather A. Harder,Democratic,President,,0
Hillsborough,Hancock,Thomas Koos,Democratic,President,,0
Hillsborough,Hancock,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Hancock,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Hancock,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Hancock,Jeffrey B. Peters,Democratic,President,,0
Hillsborough,Hancock,Michael Skok,Democratic,President,,0
Hillsborough,Hancock,Jim Taylor,Democratic,President,,0
Hillsborough,Hillsborough,Heather A. Harder,Democratic,President,,0
Hillsborough,Hillsborough,Thomas Koos,Democratic,President,,0
Hillsborough,Hillsborough,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Hillsborough,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Hillsborough,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Hillsborough,Jeffrey B. Peters,Democratic,President,,2.0
Hillsborough,Hillsborough,Michael Skok,Democratic,President,,0
Hillsborough,Hillsborough,Jim Taylor,Democratic,President,,1.0
Hillsborough,Hollis,Heather A. Harder,Democratic,President,,0
Hillsborough,Hollis,Thomas Koos,Democratic,President,,0
Hillsborough,Hollis,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Hollis,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Hollis,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Hollis,Jeffrey B. Peters,Democratic,President,,1.0
Hillsborough,Hollis,Michael Skok,Democratic,President,,0
Hillsborough,Hollis,Jim Taylor,Democratic,President,,0
Hillsborough,Hudson,Heather A. Harder,Democratic,President,,3.0
Hillsborough,Hudson,Thomas Koos,Democratic,President,,1.0
Hillsborough,Hudson,Lyndon LaRouche Jr.,Democratic,President,,1.0
Hillsborough,Hudson,Nathaniel T. Mullins,Democratic,President,,1.0
Hillsborough,Hudson,Edward T. O'Donnell Jr.,Democratic,President,,2.0
Hillsborough,Hudson,Jeffrey B. Peters,Democratic,President,,3.0
Hillsborough,Hudson,Michael Skok,Democratic,President,,0
Hillsborough,Hudson,Jim Taylor,Democratic,President,,0
Hillsborough,Litchfield,Heather A. Harder,Democratic,President,,0
Hillsborough,Litchfield,Thomas Koos,Democratic,President,,0
Hillsborough,Litchfield,Lyndon LaRouche Jr.,Democratic,President,,1.0
Hillsborough,Litchfield,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Litchfield,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Litchfield,Jeffrey B. Peters,Democratic,President,,0
Hillsborough,Litchfield,Michael Skok,Democratic,President,,0
Hillsborough,Litchfield,Jim Taylor,Democratic,President,,0
Hillsborough,Lyndeborough,Heather A. Harder,Democratic,President,,0
Hillsborough,Lyndeborough,Thomas Koos,Democratic,President,,0
Hillsborough,Lyndeborough,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Lyndeborough,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Lyndeborough,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Lyndeborough,Jeffrey B. Peters,Democratic,President,,0
Hillsborough,Lyndeborough,Michael Skok,Democratic,President,,0
Hillsborough,Lyndeborough,Jim Taylor,Democratic,President,,0
Hillsborough,Manchester Wd1,Heather A. Harder,Democratic,President,,0
Hillsborough,Manchester Wd1,Thomas Koos,Democratic,President,,0
Hillsborough,Manchester Wd1,Lyndon LaRouche Jr.,Democratic,President,,1.0
Hillsborough,Manchester Wd1,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Manchester Wd1,Edward T. O'Donnell Jr.,Democratic,President,,1.0
Hillsborough,Manchester Wd1,Jeffrey B. Peters,Democratic,President,,1.0
Hillsborough,Manchester Wd1,Michael Skok,Democratic,President,,0
Hillsborough,Manchester Wd1,Jim Taylor,Democratic,President,,2.0
Hillsborough,Manchester Wd2,Heather A. Harder,Democratic,President,,0
Hillsborough,Manchester Wd2,Thomas Koos,Democratic,President,,0
Hillsborough,Manchester Wd2,Lyndon LaRouche Jr.,Democratic,President,,2.0
Hillsborough,Manchester Wd2,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Manchester Wd2,Edward T. O'Donnell Jr.,Democratic,President,,1.0
Hillsborough,Manchester Wd2,Jeffrey B. Peters,Democratic,President,,1.0
Hillsborough,Manchester Wd2,Michael Skok,Democratic,President,,1.0
Hillsborough,Manchester Wd2,Jim Taylor,Democratic,President,,1.0
Hillsborough,Manchester Wd3,Heather A. Harder,Democratic,President,,0
Hillsborough,Manchester Wd3,Thomas Koos,Democratic,President,,0
Hillsborough,Manchester Wd3,Lyndon LaRouche Jr.,Democratic,President,,1.0
Hillsborough,Manchester Wd3,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Manchester Wd3,Edward T. O'Donnell Jr.,Democratic,President,,1.0
Hillsborough,Manchester Wd3,Jeffrey B. Peters,Democratic,President,,1.0
Hillsborough,Manchester Wd3,Michael Skok,Democratic,President,,0
Hillsborough,Manchester Wd3,Jim Taylor,Democratic,President,,2.0
Hillsborough,Manchester Wd4,Heather A. Harder,Democratic,President,,0
Hillsborough,Manchester Wd4,Thomas Koos,Democratic,President,,0
Hillsborough,Manchester Wd4,Lyndon LaRouche Jr.,Democratic,President,,2.0
Hillsborough,Manchester Wd4,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Manchester Wd4,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Manchester Wd4,Jeffrey B. Peters,Democratic,President,,1.0
Hillsborough,Manchester Wd4,Michael Skok,Democratic,President,,0
Hillsborough,Manchester Wd4,Jim Taylor,Democratic,President,,0
Hillsborough,Manchester Wd5,Heather A. Harder,Democratic,President,,1.0
Hillsborough,Manchester Wd5,Thomas Koos,Democratic,President,,1.0
Hillsborough,Manchester Wd5,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Manchester Wd5,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Manchester Wd5,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Manchester Wd5,Jeffrey B. Peters,Democratic,President,,3.0
Hillsborough,Manchester Wd5,Michael Skok,Democratic,President,,1.0
Hillsborough,Manchester Wd5,Jim Taylor,Democratic,President,,1.0
Hillsborough,Manchester Wd6,Heather A. Harder,Democratic,President,,0
Hillsborough,Manchester Wd6,Thomas Koos,Democratic,President,,0
Hillsborough,Manchester Wd6,Lyndon LaRouche Jr.,Democratic,President,,1.0
Hillsborough,Manchester Wd6,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Manchester Wd6,Edward T. O'Donnell Jr.,Democratic,President,,1.0
Hillsborough,Manchester Wd6,Jeffrey B. Peters,Democratic,President,,1.0
Hillsborough,Manchester Wd6,Michael Skok,Democratic,President,,1.0
Hillsborough,Manchester Wd6,Jim Taylor,Democratic,President,,3.0
Hillsborough,Manchester Wd7,Heather A. Harder,Democratic,President,,0
Hillsborough,Manchester Wd7,Thomas Koos,Democratic,President,,2.0
Hillsborough,Manchester Wd7,Lyndon LaRouche Jr.,Democratic,President,,3.0
Hillsborough,Manchester Wd7,Nathaniel T. Mullins,Democratic,President,,1.0
Hillsborough,Manchester Wd7,Edward T. O'Donnell Jr.,Democratic,President,,2.0
Hillsborough,Manchester Wd7,Jeffrey B. Peters,Democratic,President,,0
Hillsborough,Manchester Wd7,Michael Skok,Democratic,President,,0
Hillsborough,Manchester Wd7,Jim Taylor,Democratic,President,,0
Hillsborough,Manchester Wd8,Heather A. Harder,Democratic,President,,0
Hillsborough,Manchester Wd8,Thomas Koos,Democratic,President,,0
Hillsborough,Manchester Wd8,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Manchester Wd8,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Manchester Wd8,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Manchester Wd8,Jeffrey B. Peters,Democratic,President,,0
Hillsborough,Manchester Wd8,Michael Skok,Democratic,President,,0
Hillsborough,Manchester Wd8,Jim Taylor,Democratic,President,,0
Hillsborough,Manchester Wd9,Heather A. Harder,Democratic,President,,0
Hillsborough,Manchester Wd9,Thomas Koos,Democratic,President,,2.0
Hillsborough,Manchester Wd9,Lyndon LaRouche Jr.,Democratic,President,,2.0
Hillsborough,Manchester Wd9,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Manchester Wd9,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Manchester Wd9,Jeffrey B. Peters,Democratic,President,,2.0
Hillsborough,Manchester Wd9,Michael Skok,Democratic,President,,0
Hillsborough,Manchester Wd9,Jim Taylor,Democratic,President,,3.0
Hillsborough,Manchester Wd10,Heather A. Harder,Democratic,President,,2.0
Hillsborough,Manchester Wd10,Thomas Koos,Democratic,President,,0
Hillsborough,Manchester Wd10,Lyndon LaRouche Jr.,Democratic,President,,0
Hillsborough,Manchester Wd10,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Manchester Wd10,Edward T. O'Donnell Jr.,Democratic,President,,1.0
Hillsborough,Manchester Wd10,Jeffrey B. Peters,Democratic,President,,1.0
Hillsborough,Manchester Wd10,Michael Skok,Democratic,President,,0
Hillsborough,Manchester Wd10,Jim Taylor,Democratic,President,,1.0
Hillsborough,Manchester Wd11,Heather A. Harder,Democratic,President,,0
Hillsborough,Manchester Wd11,Thomas Koos,Democratic,President,,1.0
Hillsborough,Manchester Wd11,Lyndon LaRouche Jr.,Democratic,President,,1.0
Hillsborough,Manchester Wd11,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Manchester Wd11,Edward T. O'Donnell Jr.,Democratic,President,,1.0
Hillsborough,Manchester Wd11,Jeffrey B. Peters,Democratic,President,,1.0
Hillsborough,Manchester Wd11,Michael Skok,Democratic,President,,1.0
Hillsborough,Manchester Wd11,Jim Taylor,Democratic,President,,0
Hillsborough,Manchester Wd12,Heather A. Harder,Democratic,President,,1.0
Hillsborough,Manchester Wd12,Thomas Koos,Democratic,President,,0
Hillsborough,Manchester Wd12,Lyndon LaRouche Jr.,Democratic,President,,2.0
Hillsborough,Manchester Wd12,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Manchester Wd12,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Manchester Wd12,Jeffrey B. Peters,Democratic,President,,2.0
Hillsborough,Manchester Wd12,Michael Skok,Democratic,President,,0
Hillsborough,Manchester Wd12,Jim Taylor,Democratic,President,,0
Hillsborough,Mason,Heather A. Harder,Democratic,President,,0
Hillsborough,Mason,Thomas Koos,Democratic,President,,0
Hillsborough,Mason,Lyndon LaRouche Jr.,Democratic,President,,1.0
Hillsborough,Mason,Nathaniel T. Mullins,Democratic,President,,0
Hillsborough,Mason,Edward T. O'Donnell Jr.,Democratic,President,,0
Hillsborough,Mason,Jeffrey B. Peters,Democratic,President,,0
Hillsborough,Mason,Michael Skok,Democratic,President,,0
Hillsborough,Mason,Jim Taylor,Democratic,President,,2.0
Hillsborough,Merrimack,Heather A. Harder,Democratic,President,,5.0
Hillsborough,Merrimack,Thomas Koos,Democratic,President,,1.0
