"county","jurisdiction","candidate","party","office","district","votes"
"Merrimack","Concord Ward 4","Gordon J. Humphrey","Republican","Governor",,3
"Merrimack","Concord Ward 4","Jim Marron","Republican","Governor",,
"Merrimack","Concord Ward 4","Jim Squires","Republican","Governor",,4
"Merrimack","Concord Ward 4","Scatter",,"Governor",,
"Merrimack","Concord Ward 5","Mark Fernald","Democratic","Governor",,209
"Merrimack","Concord Ward 5","Jeanne Shaheen","Democratic","Governor",,247
"Merrimack","Concord Ward 5","Fred Bramante","Republican","Governor",,
"Merrimack","Concord Ward 5","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Concord Ward 5","Gordon J. Humphrey","Republican","Governor",,3
"Merrimack","Concord Ward 5","Jim Marron","Republican","Governor",,
"Merrimack","Concord Ward 5","Jim Squires","Republican","Governor",,9
"Merrimack","Concord Ward 5","Scatter",,"Governor",,
"Merrimack","Concord Ward 6","Mark Fernald","Democratic","Governor",,81
"Merrimack","Concord Ward 6","Jeanne Shaheen","Democratic","Governor",,178
"Merrimack","Concord Ward 6","Fred Bramante","Republican","Governor",,
"Merrimack","Concord Ward 6","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Concord Ward 6","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Concord Ward 6","Jim Marron","Republican","Governor",,
"Merrimack","Concord Ward 6","Jim Squires","Republican","Governor",,
"Merrimack","Concord Ward 6","Scatter",,"Governor",,9
"Merrimack","Concord Ward 7","Mark Fernald","Democratic","Governor",,182
"Merrimack","Concord Ward 7","Jeanne Shaheen","Democratic","Governor",,282
"Merrimack","Concord Ward 7","Fred Bramante","Republican","Governor",,
"Merrimack","Concord Ward 7","Jeffrey R. Howard","Republican","Governor",,1
"Merrimack","Concord Ward 7","Gordon J. Humphrey","Republican","Governor",,3
"Merrimack","Concord Ward 7","Jim Marron","Republican","Governor",,
"Merrimack","Concord Ward 7","Jim Squires","Republican","Governor",,3
"Merrimack","Concord Ward 7","Scatter",,"Governor",,3
"Merrimack","Concord Ward 8","Mark Fernald","Democratic","Governor",,80
"Merrimack","Concord Ward 8","Jeanne Shaheen","Democratic","Governor",,198
"Merrimack","Concord Ward 8","Fred Bramante","Republican","Governor",,
"Merrimack","Concord Ward 8","Jeffrey R. Howard","Republican","Governor",,3
"Merrimack","Concord Ward 8","Gordon J. Humphrey","Republican","Governor",,1
"Merrimack","Concord Ward 8","Jim Marron","Republican","Governor",,
"Merrimack","Concord Ward 8","Jim Squires","Republican","Governor",,1
"Merrimack","Concord Ward 8","Scatter",,"Governor",,
"Merrimack","Concord Ward 9","Mark Fernald","Democratic","Governor",,91
"Merrimack","Concord Ward 9","Jeanne Shaheen","Democratic","Governor",,178
"Merrimack","Concord Ward 9","Fred Bramante","Republican","Governor",,
"Merrimack","Concord Ward 9","Jeffrey R. Howard","Republican","Governor",,3
"Merrimack","Concord Ward 9","Gordon J. Humphrey","Republican","Governor",,1
"Merrimack","Concord Ward 9","Jim Marron","Republican","Governor",,
"Merrimack","Concord Ward 9","Jim Squires","Republican","Governor",,
"Merrimack","Concord Ward 9","Scatter",,"Governor",,
"Merrimack","Concord Ward 10","Mark Fernald","Democratic","Governor",,184
"Merrimack","Concord Ward 10","Jeanne Shaheen","Democratic","Governor",,286
"Merrimack","Concord Ward 10","Fred Bramante","Republican","Governor",,
"Merrimack","Concord Ward 10","Jeffrey R. Howard","Republican","Governor",,4
"Merrimack","Concord Ward 10","Gordon J. Humphrey","Republican","Governor",,1
"Merrimack","Concord Ward 10","Jim Marron","Republican","Governor",,
"Merrimack","Concord Ward 10","Jim Squires","Republican","Governor",,7
"Merrimack","Concord Ward 10","Scatter",,"Governor",,
"Merrimack","Danbury","Mark Fernald","Democratic","Governor",,27
"Merrimack","Danbury","Jeanne Shaheen","Democratic","Governor",,37
"Merrimack","Danbury","Fred Bramante","Republican","Governor",,
"Merrimack","Danbury","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Danbury","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Danbury","Jim Marron","Republican","Governor",,
"Merrimack","Danbury","Jim Squires","Republican","Governor",,
"Merrimack","Danbury","Scatter",,"Governor",,
"Merrimack","Dunbarton","Mark Fernald","Democratic","Governor",,42
"Merrimack","Dunbarton","Jeanne Shaheen","Democratic","Governor",,122
"Merrimack","Dunbarton","Fred Bramante","Republican","Governor",,
"Merrimack","Dunbarton","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Dunbarton","Gordon J. Humphrey","Republican","Governor",,1
"Merrimack","Dunbarton","Jim Marron","Republican","Governor",,
"Merrimack","Dunbarton","Jim Squires","Republican","Governor",,
"Merrimack","Dunbarton","Scatter",,"Governor",,
"Merrimack","Epsom","Mark Fernald","Democratic","Governor",,63
"Merrimack","Epsom","Jeanne Shaheen","Democratic","Governor",,175
"Merrimack","Epsom","Fred Bramante","Republican","Governor",,
"Merrimack","Epsom","Jeffrey R. Howard","Republican","Governor",,1
"Merrimack","Epsom","Gordon J. Humphrey","Republican","Governor",,3
"Merrimack","Epsom","Jim Marron","Republican","Governor",,
"Merrimack","Epsom","Jim Squires","Republican","Governor",,1
"Merrimack","Epsom","Scatter",,"Governor",,
"Merrimack","Franklin Ward 1","Mark Fernald","Democratic","Governor",,34
"Merrimack","Franklin Ward 1","Jeanne Shaheen","Democratic","Governor",,102
"Merrimack","Franklin Ward 1","Fred Bramante","Republican","Governor",,
"Merrimack","Franklin Ward 1","Jeffrey R. Howard","Republican","Governor",,1
"Merrimack","Franklin Ward 1","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Franklin Ward 1","Jim Marron","Republican","Governor",,
"Merrimack","Franklin Ward 1","Jim Squires","Republican","Governor",,1
"Merrimack","Franklin Ward 1","Scatter",,"Governor",,
"Merrimack","Franklin Ward 2","Mark Fernald","Democratic","Governor",,29
"Merrimack","Franklin Ward 2","Jeanne Shaheen","Democratic","Governor",,71
"Merrimack","Franklin Ward 2","Fred Bramante","Republican","Governor",,
"Merrimack","Franklin Ward 2","Jeffrey R. Howard","Republican","Governor",,3
"Merrimack","Franklin Ward 2","Gordon J. Humphrey","Republican","Governor",,2
"Merrimack","Franklin Ward 2","Jim Marron","Republican","Governor",,
"Merrimack","Franklin Ward 2","Jim Squires","Republican","Governor",,
"Merrimack","Franklin Ward 2","Scatter",,"Governor",,
"Merrimack","Franklin Ward 3","Mark Fernald","Democratic","Governor",,32
"Merrimack","Franklin Ward 3","Jeanne Shaheen","Democratic","Governor",,128
"Merrimack","Franklin Ward 3","Fred Bramante","Republican","Governor",,
"Merrimack","Franklin Ward 3","Jeffrey R. Howard","Republican","Governor",,1
"Merrimack","Franklin Ward 3","Gordon J. Humphrey","Republican","Governor",,1
"Merrimack","Franklin Ward 3","Jim Marron","Republican","Governor",,
"Merrimack","Franklin Ward 3","Jim Squires","Republican","Governor",,3
"Merrimack","Franklin Ward 3","Scatter",,"Governor",,
"Merrimack","Henniker","Mark Fernald","Democratic","Governor",,210
"Merrimack","Henniker","Jeanne Shaheen","Democratic","Governor",,140
"Merrimack","Henniker","Fred Bramante","Republican","Governor",,
"Merrimack","Henniker","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Henniker","Gordon J. Humphrey","Republican","Governor",,2
"Merrimack","Henniker","Jim Marron","Republican","Governor",,
"Merrimack","Henniker","Jim Squires","Republican","Governor",,6
"Merrimack","Henniker","Scatter",,"Governor",,
"Merrimack","Hill","Mark Fernald","Democratic","Governor",,22
"Merrimack","Hill","Jeanne Shaheen","Democratic","Governor",,41
"Merrimack","Hill","Fred Bramante","Republican","Governor",,
"Merrimack","Hill","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Hill","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Hill","Jim Marron","Republican","Governor",,
"Merrimack","Hill","Jim Squires","Republican","Governor",,
"Merrimack","Hill","Scatter",,"Governor",,
"Merrimack","Hooksett","Mark Fernald","Democratic","Governor",,130
"Merrimack","Hooksett","Jeanne Shaheen","Democratic","Governor",,465
"Merrimack","Hooksett","Fred Bramante","Republican","Governor",,1
"Merrimack","Hooksett","Jeffrey R. Howard","Republican","Governor",,5
"Merrimack","Hooksett","Gordon J. Humphrey","Republican","Governor",,9
"Merrimack","Hooksett","Jim Marron","Republican","Governor",,
"Merrimack","Hooksett","Jim Squires","Republican","Governor",,1
"Merrimack","Hooksett","Scatter",,"Governor",,2
"Merrimack","Hopkinton","Mark Fernald","Democratic","Governor",,317
"Merrimack","Hopkinton","Jeanne Shaheen","Democratic","Governor",,281
"Merrimack","Hopkinton","Fred Bramante","Republican","Governor",,
"Merrimack","Hopkinton","Jeffrey R. Howard","Republican","Governor",,1
"Merrimack","Hopkinton","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Hopkinton","Jim Marron","Republican","Governor",,
"Merrimack","Hopkinton","Jim Squires","Republican","Governor",,3
"Merrimack","Hopkinton","Scatter",,"Governor",,
"Merrimack","Loudon","Mark Fernald","Democratic","Governor",,68
"Merrimack","Loudon","Jeanne Shaheen","Democratic","Governor",,147
"Merrimack","Loudon","Fred Bramante","Republican","Governor",,
"Merrimack","Loudon","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Loudon","Gordon J. Humphrey","Republican","Governor",,3
"Merrimack","Loudon","Jim Marron","Republican","Governor",,
"Merrimack","Loudon","Jim Squires","Republican","Governor",,
"Merrimack","Loudon","Scatter",,"Governor",,
"Merrimack","Newbury","Mark Fernald","Democratic","Governor",,59
"Merrimack","Newbury","Jeanne Shaheen","Democratic","Governor",,64
"Merrimack","Newbury","Fred Bramante","Republican","Governor",,
"Merrimack","Newbury","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Newbury","Gordon J. Humphrey","Republican","Governor",,1
"Merrimack","Newbury","Jim Marron","Republican","Governor",,
"Merrimack","Newbury","Jim Squires","Republican","Governor",,
"Merrimack","Newbury","Scatter",,"Governor",,
"Merrimack","New London","Mark Fernald","Democratic","Governor",,225
"Merrimack","New London","Jeanne Shaheen","Democratic","Governor",,107
"Merrimack","New London","Fred Bramante","Republican","Governor",,
"Merrimack","New London","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","New London","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","New London","Jim Marron","Republican","Governor",,
"Merrimack","New London","Jim Squires","Republican","Governor",,4
"Merrimack","New London","Scatter",,"Governor",,
"Merrimack","Northfield","Mark Fernald","Democratic","Governor",,54
"Merrimack","Northfield","Jeanne Shaheen","Democratic","Governor",,157
"Merrimack","Northfield","Fred Bramante","Republican","Governor",,1
"Merrimack","Northfield","Jeffrey R. Howard","Republican","Governor",,1
"Merrimack","Northfield","Gordon J. Humphrey","Republican","Governor",,4
"Merrimack","Northfield","Jim Marron","Republican","Governor",,
"Merrimack","Northfield","Jim Squires","Republican","Governor",,
"Merrimack","Northfield","Scatter",,"Governor",,
"Merrimack","Pembroke","Mark Fernald","Democratic","Governor",,116
"Merrimack","Pembroke","Jeanne Shaheen","Democratic","Governor",,302
"Merrimack","Pembroke","Fred Bramante","Republican","Governor",,
"Merrimack","Pembroke","Jeffrey R. Howard","Republican","Governor",," "
"Merrimack","Pembroke","Gordon J. Humphrey","Republican","Governor",,3
"Merrimack","Pembroke","Jim Marron","Republican","Governor",,
"Merrimack","Pembroke","Jim Squires","Republican","Governor",,1
"Merrimack","Pembroke","Scatter",,"Governor",,
"Merrimack","Pittsfield","Mark Fernald","Democratic","Governor",,62
"Merrimack","Pittsfield","Jeanne Shaheen","Democratic","Governor",,112
"Merrimack","Pittsfield","Fred Bramante","Republican","Governor",,
"Merrimack","Pittsfield","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Pittsfield","Gordon J. Humphrey","Republican","Governor",,2
"Merrimack","Pittsfield","Jim Marron","Republican","Governor",,
"Merrimack","Pittsfield","Jim Squires","Republican","Governor",,2
"Merrimack","Pittsfield","Scatter",,"Governor",,
"Merrimack","Salisbury","Mark Fernald","Democratic","Governor",,29
"Merrimack","Salisbury","Jeanne Shaheen","Democratic","Governor",,64
"Merrimack","Salisbury","Fred Bramante","Republican","Governor",,
"Merrimack","Salisbury","Jeffrey R. Howard","Republican","Governor",,5
"Merrimack","Salisbury","Gordon J. Humphrey","Republican","Governor",,1
"Merrimack","Salisbury","Jim Marron","Republican","Governor",,
"Merrimack","Salisbury","Jim Squires","Republican","Governor",,1
"Merrimack","Salisbury","Scatter",,"Governor",,
"Merrimack","Sutton","Mark Fernald","Democratic","Governor",,59
"Merrimack","Sutton","Jeanne Shaheen","Democratic","Governor",,85
"Merrimack","Sutton","Fred Bramante","Republican","Governor",,
"Merrimack","Sutton","Jeffrey R. Howard","Republican","Governor",," "
"Merrimack","Sutton","Gordon J. Humphrey","Republican","Governor",,1
"Merrimack","Sutton","Jim Marron","Republican","Governor",,
"Merrimack","Sutton","Jim Squires","Republican","Governor",,2
"Merrimack","Sutton","Scatter",,"Governor",,
"Merrimack","Warner","Mark Fernald","Democratic","Governor",,140
"Merrimack","Warner","Jeanne Shaheen","Democratic","Governor",,127
"Merrimack","Warner","Fred Bramante","Republican","Governor",,
"Merrimack","Warner","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Warner","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Warner","Jim Marron","Republican","Governor",,
"Merrimack","Warner","Jim Squires","Republican","Governor",,
"Merrimack","Warner","Scatter",,"Governor",,
"Merrimack","Webster","Mark Fernald","Democratic","Governor",,41
"Merrimack","Webster","Jeanne Shaheen","Democratic","Governor",,85
"Merrimack","Webster","Fred Bramante","Republican","Governor",,
"Merrimack","Webster","Jeffrey R. Howard","Republican","Governor",,1
"Merrimack","Webster","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Webster","Jim Marron","Republican","Governor",,
"Merrimack","Webster","Jim Squires","Republican","Governor",,1
"Merrimack","Webster","Scatter",,"Governor",,
"Merrimack","Wilmot","Mark Fernald","Democratic","Governor",,64
"Merrimack","Wilmot","Jeanne Shaheen","Democratic","Governor",,43
"Merrimack","Wilmot","Fred Bramante","Republican","Governor",,
"Merrimack","Wilmot","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Wilmot","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Wilmot","Jim Marron","Republican","Governor",,
"Merrimack","Wilmot","Jim Squires","Republican","Governor",,2
"Merrimack","Wilmot","Scatter",,"Governor",,
"Merrimack",,"Mark Fernald","Democratic","Governor",,3759
"Merrimack",,"Jeanne Shaheen","Democratic","Governor",,6233
"Merrimack",,"Fred Bramante","Republican","Governor",,2
"Merrimack",,"Jeffrey R. Howard","Republican","Governor",,41
"Merrimack",,"Gordon J. Humphrey","Republican","Governor",,53
"Merrimack",,"Jim Marron","Republican","Governor",,5
"Merrimack",,"Jim Squires","Republican","Governor",,65
"Merrimack",,"Scatter",,"Governor",,15
"Rockingham","Atkinson","Mark Fernald","Democratic","Governor",,67
"Rockingham","Atkinson","Jeanne Shaheen","Democratic","Governor",,189
"Rockingham","Atkinson","Fred Bramante","Republican","Governor",,
"Rockingham","Atkinson","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Atkinson","Gordon J. Humphrey","Republican","Governor",,1
"Rockingham","Atkinson","Jim Marron","Republican","Governor",,
"Rockingham","Atkinson","Jim Squires","Republican","Governor",,
"Rockingham","Atkinson","Scatter",,"Governor",,
"Rockingham","Auburn","Mark Fernald","Democratic","Governor",,69
"Rockingham","Auburn","Jeanne Shaheen","Democratic","Governor",,182
"Rockingham","Auburn","Fred Bramante","Republican","Governor",,
"Rockingham","Auburn","Jeffrey R. Howard","Republican","Governor",,2
"Rockingham","Auburn","Gordon J. Humphrey","Republican","Governor",,2
"Rockingham","Auburn","Jim Marron","Republican","Governor",,
"Rockingham","Auburn","Jim Squires","Republican","Governor",,2
"Rockingham","Auburn","Scatter",,"Governor",,
"Rockingham","Brentwood","Mark Fernald","Democratic","Governor",,84
"Rockingham","Brentwood","Jeanne Shaheen","Democratic","Governor",,58
"Rockingham","Brentwood","Fred Bramante","Republican","Governor",,
"Rockingham","Brentwood","Jeffrey R. Howard","Republican","Governor",,1
"Rockingham","Brentwood","Gordon J. Humphrey","Republican","Governor",,
"Rockingham","Brentwood","Jim Marron","Republican","Governor",,
"Rockingham","Brentwood","Jim Squires","Republican","Governor",,
"Rockingham","Brentwood","Scatter",,"Governor",,
"Rockingham","Candia","Mark Fernald","Democratic","Governor",,55
"Rockingham","Candia","Jeanne Shaheen","Democratic","Governor",,149
"Rockingham","Candia","Fred Bramante","Republican","Governor",,
"Rockingham","Candia","Jeffrey R. Howard","Republican","Governor",,2
"Rockingham","Candia","Gordon J. Humphrey","Republican","Governor",,3
"Rockingham","Candia","Jim Marron","Republican","Governor",,
"Rockingham","Candia","Jim Squires","Republican","Governor",,
"Rockingham","Candia","Scatter",,"Governor",,
"Rockingham","Chester","Mark Fernald","Democratic","Governor",,42
"Rockingham","Chester","Jeanne Shaheen","Democratic","Governor",,72
"Rockingham","Chester","Fred Bramante","Republican","Governor",,
"Rockingham","Chester","Jeffrey R. Howard","Republican","Governor",,2
"Rockingham","Chester","Gordon J. Humphrey","Republican","Governor",,1
"Rockingham","Chester","Jim Marron","Republican","Governor",,
"Rockingham","Chester","Jim Squires","Republican","Governor",,
"Rockingham","Chester","Scatter",,"Governor",,
"Rockingham","Danville","Mark Fernald","Democratic","Governor",,39
"Rockingham","Danville","Jeanne Shaheen","Democratic","Governor",,98
"Rockingham","Danville","Fred Bramante","Republican","Governor",,
"Rockingham","Danville","Jeffrey R. Howard","Republican","Governor",,1
"Rockingham","Danville","Gordon J. Humphrey","Republican","Governor",,3
"Rockingham","Danville","Jim Marron","Republican","Governor",,
"Rockingham","Danville","Jim Squires","Republican","Governor",,
"Rockingham","Danville","Scatter",,"Governor",,
"Rockingham","Deerfield","Mark Fernald","Democratic","Governor",,68
"Rockingham","Deerfield","Jeanne Shaheen","Democratic","Governor",,155
"Rockingham","Deerfield","Fred Bramante","Republican","Governor",,
"Rockingham","Deerfield","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Deerfield","Gordon J. Humphrey","Republican","Governor",,1
"Rockingham","Deerfield","Jim Marron","Republican","Governor",,
"Rockingham","Deerfield","Jim Squires","Republican","Governor",,4
"Rockingham","Deerfield","Scatter",,"Governor",,
"Rockingham","Derry","Mark Fernald","Democratic","Governor",,264
"Rockingham","Derry","Jeanne Shaheen","Democratic","Governor",,715
"Rockingham","Derry","Fred Bramante","Republican","Governor",,
"Rockingham","Derry","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Derry","Gordon J. Humphrey","Republican","Governor",,5
"Rockingham","Derry","Jim Marron","Republican","Governor",,
"Rockingham","Derry","Jim Squires","Republican","Governor",,
"Rockingham","Derry","Scatter",,"Governor",,
"Rockingham","East Kingston","Mark Fernald","Democratic","Governor",,29
"Rockingham","East Kingston","Jeanne Shaheen","Democratic","Governor",,45
"Rockingham","East Kingston","Fred Bramante","Republican","Governor",,
"Rockingham","East Kingston","Jeffrey R. Howard","Republican","Governor",,1
"Rockingham","East Kingston","Gordon J. Humphrey","Republican","Governor",,1
"Rockingham","East Kingston","Jim Marron","Republican","Governor",,
"Rockingham","East Kingston","Jim Squires","Republican","Governor",,
"Rockingham","East Kingston","Scatter",,"Governor",,
"Rockingham","Epping","Mark Fernald","Democratic","Governor",,96
"Rockingham","Epping","Jeanne Shaheen","Democratic","Governor",,187
"Rockingham","Epping","Fred Bramante","Republican","Governor",,
"Rockingham","Epping","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Epping","Gordon J. Humphrey","Republican","Governor",,1
"Rockingham","Epping","Jim Marron","Republican","Governor",,
"Rockingham","Epping","Jim Squires","Republican","Governor",,
"Rockingham","Epping","Scatter",,"Governor",,
"Rockingham","Exeter","Mark Fernald","Democratic","Governor",,478
"Rockingham","Exeter","Jeanne Shaheen","Democratic","Governor",,415
"Rockingham","Exeter","Fred Bramante","Republican","Governor",,
"Rockingham","Exeter","Jeffrey R. Howard","Republican","Governor",,3
"Rockingham","Exeter","Gordon J. Humphrey","Republican","Governor",,1
"Rockingham","Exeter","Jim Marron","Republican","Governor",,
"Rockingham","Exeter","Jim Squires","Republican","Governor",,4
"Rockingham","Exeter","Scatter",,"Governor",,
"Rockingham","Fremont","Mark Fernald","Democratic","Governor",,37
"Rockingham","Fremont","Jeanne Shaheen","Democratic","Governor",,56
"Rockingham","Fremont","Fred Bramante","Republican","Governor",,
"Rockingham","Fremont","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Fremont","Gordon J. Humphrey","Republican","Governor",,
"Rockingham","Fremont","Jim Marron","Republican","Governor",,
"Rockingham","Fremont","Jim Squires","Republican","Governor",,
"Rockingham","Fremont","Scatter",,"Governor",,
"Rockingham","Greenland","Mark Fernald","Democratic","Governor",,88
"Rockingham","Greenland","Jeanne Shaheen","Democratic","Governor",,91
"Rockingham","Greenland","Fred Bramante","Republican","Governor",,
"Rockingham","Greenland","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Greenland","Gordon J. Humphrey","Republican","Governor",,1
"Rockingham","Greenland","Jim Marron","Republican","Governor",,
"Rockingham","Greenland","Jim Squires","Republican","Governor",,2
"Rockingham","Greenland","Scatter",,"Governor",,
"Rockingham","Hampstead","Mark Fernald","Democratic","Governor",,94
"Rockingham","Hampstead","Jeanne Shaheen","Democratic","Governor",,231
"Rockingham","Hampstead","Fred Bramante","Republican","Governor",,
"Rockingham","Hampstead","Jeffrey R. Howard","Republican","Governor",,2
"Rockingham","Hampstead","Gordon J. Humphrey","Republican","Governor",,
"Rockingham","Hampstead","Jim Marron","Republican","Governor",,
"Rockingham","Hampstead","Jim Squires","Republican","Governor",,
"Rockingham","Hampstead","Scatter",,"Governor",,1
"Rockingham","Hampton","Mark Fernald","Democratic","Governor",,534
"Rockingham","Hampton","Jeanne Shaheen","Democratic","Governor",,491
"Rockingham","Hampton","Fred Bramante","Republican","Governor",,
"Rockingham","Hampton","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Hampton","Gordon J. Humphrey","Republican","Governor",,3
"Rockingham","Hampton","Jim Marron","Republican","Governor",,
"Rockingham","Hampton","Jim Squires","Republican","Governor",,3
"Rockingham","Hampton","Scatter",,"Governor",,1
"Rockingham","Hampton Falls","Mark Fernald","Democratic","Governor",,62
"Rockingham","Hampton Falls","Jeanne Shaheen","Democratic","Governor",,37
"Rockingham","Hampton Falls","Fred Bramante","Republican","Governor",,
"Rockingham","Hampton Falls","Jeffrey R. Howard","Republican","Governor",,1
"Rockingham","Hampton Falls","Gordon J. Humphrey","Republican","Governor",,2
"Rockingham","Hampton Falls","Jim Marron","Republican","Governor",,
"Rockingham","Hampton Falls","Jim Squires","Republican","Governor",,
"Rockingham","Hampton Falls","Scatter",,"Governor",,
"Rockingham","Kensington","Mark Fernald","Democratic","Governor",,94
"Rockingham","Kensington","Jeanne Shaheen","Democratic","Governor",,50
"Rockingham","Kensington","Fred Bramante","Republican","Governor",,
"Rockingham","Kensington","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Kensington","Gordon J. Humphrey","Republican","Governor",,
"Rockingham","Kensington","Jim Marron","Republican","Governor",,
"Rockingham","Kensington","Jim Squires","Republican","Governor",,
"Rockingham","Kensington","Scatter",,"Governor",,
"Rockingham","Kingston","Mark Fernald","Democratic","Governor",,94
"Rockingham","Kingston","Jeanne Shaheen","Democratic","Governor",,143
"Rockingham","Kingston","Fred Bramante","Republican","Governor",,2
"Rockingham","Kingston","Jeffrey R. Howard","Republican","Governor",,1
"Rockingham","Kingston","Gordon J. Humphrey","Republican","Governor",,4
"Rockingham","Kingston","Jim Marron","Republican","Governor",,
"Rockingham","Kingston","Jim Squires","Republican","Governor",,
"Rockingham","Kingston","Scatter",,"Governor",,
"Rockingham","Londonderry","Mark Fernald","Democratic","Governor",,225
"Rockingham","Londonderry","Jeanne Shaheen","Democratic","Governor",,553
"Rockingham","Londonderry","Fred Bramante","Republican","Governor",,
"Rockingham","Londonderry","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Londonderry","Gordon J. Humphrey","Republican","Governor",,8
"Rockingham","Londonderry","Jim Marron","Republican","Governor",,
"Rockingham","Londonderry","Jim Squires","Republican","Governor",,3
"Rockingham","Londonderry","Scatter",,"Governor",,4
"Rockingham","New Castle","Mark Fernald","Democratic","Governor",,132
"Rockingham","New Castle","Jeanne Shaheen","Democratic","Governor",,24
"Rockingham","New Castle","Fred Bramante","Republican","Governor",,
"Rockingham","New Castle","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","New Castle","Gordon J. Humphrey","Republican","Governor",,
"Rockingham","New Castle","Jim Marron","Republican","Governor",,
"Rockingham","New Castle","Jim Squires","Republican","Governor",,
"Rockingham","New Castle","Scatter",,"Governor",,
"Rockingham","Newfields","Mark Fernald","Democratic","Governor",,57
"Rockingham","Newfields","Jeanne Shaheen","Democratic","Governor",,64
"Rockingham","Newfields","Fred Bramante","Republican","Governor",,
"Rockingham","Newfields","Jeffrey R. Howard","Republican","Governor",,2
"Rockingham","Newfields","Gordon J. Humphrey","Republican","Governor",,
"Rockingham","Newfields","Jim Marron","Republican","Governor",,
"Rockingham","Newfields","Jim Squires","Republican","Governor",,
"Rockingham","Newfields","Scatter",,"Governor",,
"Rockingham","Newington","Mark Fernald","Democratic","Governor",,82
"Rockingham","Newington","Jeanne Shaheen","Democratic","Governor",,8
"Rockingham","Newington","Fred Bramante","Republican","Governor",,
"Rockingham","Newington","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Newington","Gordon J. Humphrey","Republican","Governor",,
"Rockingham","Newington","Jim Marron","Republican","Governor",,
"Rockingham","Newington","Jim Squires","Republican","Governor",,
"Rockingham","Newington","Scatter",,"Governor",,
"Rockingham","Newmarket","Mark Fernald","Democratic","Governor",,231
"Rockingham","Newmarket","Jeanne Shaheen","Democratic","Governor",,358
"Rockingham","Newmarket","Fred Bramante","Republican","Governor",,
"Rockingham","Newmarket","Jeffrey R. Howard","Republican","Governor",,2
"Rockingham","Newmarket","Gordon J. Humphrey","Republican","Governor",,1
"Rockingham","Newmarket","Jim Marron","Republican","Governor",,
"Rockingham","Newmarket","Jim Squires","Republican","Governor",,1
"Rockingham","Newmarket","Scatter",,"Governor",,
"Rockingham","Newton","Mark Fernald","Democratic","Governor",,37
"Rockingham","Newton","Jeanne Shaheen","Democratic","Governor",,86
"Rockingham","Newton","Fred Bramante","Republican","Governor",,
"Rockingham","Newton","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Newton","Gordon J. Humphrey","Republican","Governor",,
"Rockingham","Newton","Jim Marron","Republican","Governor",,
"Rockingham","Newton","Jim Squires","Republican","Governor",,
"Rockingham","Newton","Scatter",,"Governor",,
"Rockingham","North Hampton","Mark Fernald","Democratic","Governor",,164
"Rockingham","North Hampton","Jeanne Shaheen","Democratic","Governor",,123
"Rockingham","North Hampton","Fred Bramante","Republican","Governor",,
"Rockingham","North Hampton","Jeffrey R. Howard","Republican","Governor",,2
"Rockingham","North Hampton","Gordon J. Humphrey","Republican","Governor",,1
"Rockingham","North Hampton","Jim Marron","Republican","Governor",,
"Rockingham","North Hampton","Jim Squires","Republican","Governor",,3
"Rockingham","North Hampton","Scatter",,"Governor",,
"Rockingham","Northwood","Mark Fernald","Democratic","Governor",,66
"Rockingham","Northwood","Jeanne Shaheen","Democratic","Governor",,116
"Rockingham","Northwood","Fred Bramante","Republican","Governor",,
"Rockingham","Northwood","Jeffrey R. Howard","Republican","Governor",,
"Rockingham","Northwood","Gordon J. Humphrey","Republican","Governor",,2
"Rockingham","Northwood","Jim Marron","Republican","Governor",,
"Rockingham","Northwood","Jim Squires","Republican","Governor",,2
