county,town,office,party,candidate,votes
,Keene Ward 4,Executive Council District 2,D,Colin Van Ostern,982.0
,Keene Ward 4,Executive Council District 2,,Scatter,0.0
,Keene Ward 5,Executive Council District 2,R,Timothy P. Dillon,676.0
,Keene Ward 5,Executive Council District 2,D,Colin Van Ostern,1014.0
,Keene Ward 5,Executive Council District 2,,Scatter,2.0
,Langdon,Executive Council District 2,R,Timothy P. Dillon,116.0
,Langdon,Executive Council District 2,D,Colin Van Ostern,146.0
,Langdon,Executive Council District 2,,Scatter,0.0
,Lempster,Executive Council District 2,R,Timothy P. Dillon,207.0
,Lempster,Executive Council District 2,D,Colin Van Ostern,163.0
,Lempster,Executive Council District 2,,Scatter,0.0
,Madbury,Executive Council District 2,R,Timothy P. Dillon,342.0
,Madbury,Executive Council District 2,D,Colin Van Ostern,476.0
,Madbury,Executive Council District 2,,Scatter,0.0
,Marlborough,Executive Council District 2,R,Timothy P. Dillon,270.0
,Marlborough,Executive Council District 2,D,Colin Van Ostern,468.0
,Marlborough,Executive Council District 2,,Scatter,2.0
,Marlow,Executive Council District 2,R,Timothy P. Dillon,131.0
,Marlow,Executive Council District 2,D,Colin Van Ostern,148.0
,Marlow,Executive Council District 2,,Scatter,0.0
,Nelson,Executive Council District 2,R,Timothy P. Dillon,119.0
,Nelson,Executive Council District 2,D,Colin Van Ostern,204.0
,Nelson,Executive Council District 2,,Scatter,0.0
,Newbury,Executive Council District 2,R,Timothy P. Dillon,537.0
,Newbury,Executive Council District 2,D,Colin Van Ostern,438.0
,Newbury,Executive Council District 2,,Scatter,2.0
,Northfield,Executive Council District 2,R,Timothy P. Dillon,794.0
,Northfield,Executive Council District 2,D,Colin Van Ostern,592.0
,Northfield,Executive Council District 2,,Scatter,4.0
,Rochester Ward 1,Executive Council District 2,R,Timothy P. Dillon,856.0
,Rochester Ward 1,Executive Council District 2,D,Colin Van Ostern,727.0
,Rochester Ward 1,Executive Council District 2,,Scatter,1.0
,Rochester Ward 2,Executive Council District 2,R,Timothy P. Dillon,859.0
,Rochester Ward 2,Executive Council District 2,D,Colin Van Ostern,744.0
,Rochester Ward 2,Executive Council District 2,,Scatter,2.0
,Rochester Ward 3,Executive Council District 2,R,Timothy P. Dillon,810.0
,Rochester Ward 3,Executive Council District 2,D,Colin Van Ostern,631.0
,Rochester Ward 3,Executive Council District 2,,Scatter,1.0
,Rochester Ward 4,Executive Council District 2,R,Timothy P. Dillon,722.0
,Rochester Ward 4,Executive Council District 2,D,Colin Van Ostern,689.0
,Rochester Ward 4,Executive Council District 2,,Scatter,1.0
,Rochester Ward 5,Executive Council District 2,R,Timothy P. Dillon,824.0
,Rochester Ward 5,Executive Council District 2,D,Colin Van Ostern,680.0
,Rochester Ward 5,Executive Council District 2,,Scatter,0.0
,Rochester Ward 6,Executive Council District 2,R,Timothy P. Dillon,589.0
,Rochester Ward 6,Executive Council District 2,D,Colin Van Ostern,612.0
,Rochester Ward 6,Executive Council District 2,,Scatter,0.0
,Rollinsford,Executive Council District 2,R,Timothy P. Dillon,471.0
,Rollinsford,Executive Council District 2,D,Colin Van Ostern,525.0
,Rollinsford,Executive Council District 2,,Scatter,0.0
,Roxbury,Executive Council District 2,R,Timothy P. Dillon,29.0
,Roxbury,Executive Council District 2,D,Colin Van Ostern,56.0
,Roxbury,Executive Council District 2,,Scatter,0.0
,Salisbury,Executive Council District 2,R,Timothy P. Dillon,293.0
,Salisbury,Executive Council District 2,D,Colin Van Ostern,242.0
,Salisbury,Executive Council District 2,,Scatter,0.0
,Somersworth Ward 1,Executive Council District 2,R,Timothy P. Dillon,404.0
,Somersworth Ward 1,Executive Council District 2,D,Colin Van Ostern,417.0
,Somersworth Ward 1,Executive Council District 2,,Scatter,0.0
,Somersworth Ward 2,Executive Council District 2,R,Timothy P. Dillon,280.0
,Somersworth Ward 2,Executive Council District 2,D,Colin Van Ostern,331.0
,Somersworth Ward 2,Executive Council District 2,,Scatter,0.0
,Somersworth Ward 3,Executive Council District 2,R,Timothy P. Dillon,282.0
,Somersworth Ward 3,Executive Council District 2,D,Colin Van Ostern,304.0
,Somersworth Ward 3,Executive Council District 2,,Scatter,6.0
,Somersworth Ward 4,Executive Council District 2,R,Timothy P. Dillon,259.0
,Somersworth Ward 4,Executive Council District 2,D,Colin Van Ostern,362.0
,Somersworth Ward 4,Executive Council District 2,,Scatter,0.0
,Somersworth Ward 5,Executive Council District 2,R,Timothy P. Dillon,159.0
,Somersworth Ward 5,Executive Council District 2,D,Colin Van Ostern,246.0
,Somersworth Ward 5,Executive Council District 2,,Scatter,0.0
,Stoddard,Executive Council District 2,R,Timothy P. Dillon,284.0
,Stoddard,Executive Council District 2,D,Colin Van Ostern,266.0
,Stoddard,Executive Council District 2,,Scatter,1.0
,Strafford,Executive Council District 2,R,Timothy P. Dillon,894.0
,Strafford,Executive Council District 2,D,Colin Van Ostern,796.0
,Strafford,Executive Council District 2,,Scatter,1.0
,Sullivan,Executive Council District 2,R,Timothy P. Dillon,106.0
,Sullivan,Executive Council District 2,D,Colin Van Ostern,143.0
,Sullivan,Executive Council District 2,,Scatter,0.0
,Surry,Executive Council District 2,R,Timothy P. Dillon,140.0
,Surry,Executive Council District 2,D,Colin Van Ostern,188.0
,Surry,Executive Council District 2,,Scatter,0.0
,Sutton,Executive Council District 2,R,Timothy P. Dillon,449.0
,Sutton,Executive Council District 2,D,Colin Van Ostern,416.0
,Sutton,Executive Council District 2,,Scatter,0.0
,Unity,Executive Council District 2,R,Timothy P. Dillon,271.0
,Unity,Executive Council District 2,D,Colin Van Ostern,236.0
,Unity,Executive Council District 2,,Scatter,0.0
,Walpole,Executive Council District 2,R,Timothy P. Dillon,579.0
,Walpole,Executive Council District 2,D,Colin Van Ostern,836.0
,Walpole,Executive Council District 2,,Scatter,1.0
,Warner,Executive Council District 2,R,Timothy P. Dillon,502.0
,Warner,Executive Council District 2,D,Colin Van Ostern,662.0
,Warner,Executive Council District 2,,Scatter,1.0
,Washington,Executive Council District 2,R,Timothy P. Dillon,259.0
,Washington,Executive Council District 2,D,Colin Van Ostern,169.0
,Washington,Executive Council District 2,,Scatter,0.0
,Webster,Executive Council District 2,R,Timothy P. Dillon,366.0
,Webster,Executive Council District 2,D,Colin Van Ostern,378.0
,Webster,Executive Council District 2,,Scatter,0.0
,Westmoreland,Executive Council District 2,R,Timothy P. Dillon,329.0
,Westmoreland,Executive Council District 2,D,Colin Van Ostern,423.0
,Westmoreland,Executive Council District 2,,Scatter,0.0
,Winchester,Executive Council District 2,R,Timothy P. Dillon,471.0
,Winchester,Executive Council District 2,D,Colin Van Ostern,558.0
,Winchester,Executive Council District 2,,Scatter,3.0
,Atkinson,Executive Council District 3,R,Christopher Sununu,2142.0
,Atkinson,Executive Council District 3,D,Robin McLane,900.0
,Atkinson,Executive Council District 3,,Scatter,2.0
,Brentwood,Executive Council District 3,R,Christopher Sununu,1088.0
,Brentwood,Executive Council District 3,D,Robin McLane,659.0
,Brentwood,Executive Council District 3,,Scatter,1.0
,Chester,Executive Council District 3,R,Christopher Sununu,1278.0
,Chester,Executive Council District 3,D,Robin McLane,569.0
,Chester,Executive Council District 3,,Scatter,0.0
,Danville,Executive Council District 3,R,Christopher Sununu,1066.0
,Danville,Executive Council District 3,D,Robin McLane,464.0
,Danville,Executive Council District 3,,Scatter,2.0
,Derry,Executive Council District 3,R,Christopher Sununu,6249.0
,Derry,Executive Council District 3,D,Robin McLane,3520.0
,Derry,Executive Council District 3,,Scatter,0.0
,East Kingston,Executive Council District 3,R,Christopher Sununu,753.0
,East Kingston,Executive Council District 3,D,Robin McLane,327.0
,East Kingston,Executive Council District 3,,Scatter,0.0
,Epping,Executive Council District 3,R,Christopher Sununu,1384.0
,Epping,Executive Council District 3,D,Robin McLane,938.0
,Epping,Executive Council District 3,,Scatter,0.0
,Exeter,Executive Council District 3,R,Christopher Sununu,3038.0
,Exeter,Executive Council District 3,D,Robin McLane,3197.0
,Exeter,Executive Council District 3,,Scatter,0.0
,Fremont,Executive Council District 3,R,Christopher Sununu,1142.0
,Fremont,Executive Council District 3,D,Robin McLane,527.0
,Fremont,Executive Council District 3,,Scatter,1.0
,Greenland,Executive Council District 3,R,Christopher Sununu,1060.0
,Greenland,Executive Council District 3,D,Robin McLane,729.0
,Greenland,Executive Council District 3,,Scatter,0.0
,Hampstead,Executive Council District 3,R,Christopher Sununu,2585.0
,Hampstead,Executive Council District 3,D,Robin McLane,1058.0
,Hampstead,Executive Council District 3,,Scatter,5.0
,Hampton,Executive Council District 3,R,Christopher Sununu,4100.0
,Hampton,Executive Council District 3,D,Robin McLane,2649.0
,Hampton,Executive Council District 3,,Scatter,0.0
,Hampton Falls,Executive Council District 3,R,Christopher Sununu,815.0
,Hampton Falls,Executive Council District 3,D,Robin McLane,298.0
,Hampton Falls,Executive Council District 3,,Scatter,0.0
,Kensington,Executive Council District 3,R,Christopher Sununu,624.0
,Kensington,Executive Council District 3,D,Robin McLane,361.0
,Kensington,Executive Council District 3,,Scatter,1.0
,Kingston,Executive Council District 3,R,Christopher Sununu,1218.0
,Kingston,Executive Council District 3,D,Robin McLane,756.0
,Kingston,Executive Council District 3,,Scatter,0.0
,New Castle,Executive Council District 3,R,Christopher Sununu,377.0
,New Castle,Executive Council District 3,D,Robin McLane,278.0
,New Castle,Executive Council District 3,,Scatter,0.0
,Newfields,Executive Council District 3,R,Christopher Sununu,530.0
,Newfields,Executive Council District 3,D,Robin McLane,290.0
,Newfields,Executive Council District 3,,Scatter,0.0
,Newington,Executive Council District 3,R,Christopher Sununu,277.0
,Newington,Executive Council District 3,D,Robin McLane,165.0
,Newington,Executive Council District 3,,Scatter,1.0
,Newmarket,Executive Council District 3,R,Christopher Sununu,1596.0
,Newmarket,Executive Council District 3,D,Robin McLane,1698.0
,Newmarket,Executive Council District 3,,Scatter,3.0
,Newton,Executive Council District 3,R,Christopher Sununu,1079.0
,Newton,Executive Council District 3,D,Robin McLane,574.0
,Newton,Executive Council District 3,,Scatter,1.0
,North Hampton,Executive Council District 3,R,Christopher Sununu,1350.0
,North Hampton,Executive Council District 3,D,Robin McLane,838.0
,North Hampton,Executive Council District 3,,Scatter,1.0
,Pelham,Executive Council District 3,R,Christopher Sununu,2956.0
,Pelham,Executive Council District 3,D,Robin McLane,1352.0
,Pelham,Executive Council District 3,,Scatter,3.0
,Plaistow,Executive Council District 3,R,Christopher Sununu,1767.0
,Plaistow,Executive Council District 3,D,Robin McLane,828.0
,Plaistow,Executive Council District 3,,Scatter,2.0
,Portsmouth Ward 1,Executive Council District 3,R,Christopher Sununu,614.0
,Portsmouth Ward 1,Executive Council District 3,D,Robin McLane,1142.0
,Portsmouth Ward 1,Executive Council District 3,,Scatter,1.0
,Portsmouth Ward 2,Executive Council District 3,R,Christopher Sununu,672.0
,Portsmouth Ward 2,Executive Council District 3,D,Robin McLane,1370.0
,Portsmouth Ward 2,Executive Council District 3,,Scatter,2.0
,Portsmouth Ward 3,Executive Council District 3,R,Christopher Sununu,707.0
,Portsmouth Ward 3,Executive Council District 3,D,Robin McLane,922.0
,Portsmouth Ward 3,Executive Council District 3,,Scatter,1.0
,Portsmouth Ward 4,Executive Council District 3,R,Christopher Sununu,718.0
,Portsmouth Ward 4,Executive Council District 3,D,Robin McLane,815.0
,Portsmouth Ward 4,Executive Council District 3,,Scatter,0.0
,Portsmouth Ward 5,Executive Council District 3,R,Christopher Sununu,642.0
,Portsmouth Ward 5,Executive Council District 3,D,Robin McLane,1206.0
,Portsmouth Ward 5,Executive Council District 3,,Scatter,1.0
,Raymond,Executive Council District 3,R,Christopher Sununu,2084.0
,Raymond,Executive Council District 3,D,Robin McLane,1063.0
,Raymond,Executive Council District 3,,Scatter,4.0
,Rye,Executive Council District 3,R,Christopher Sununu,1671.0
,Rye,Executive Council District 3,D,Robin McLane,1277.0
,Rye,Executive Council District 3,,Scatter,0.0
,Salem,Executive Council District 3,R,Christopher Sununu,6573.0
,Salem,Executive Council District 3,D,Robin McLane,3023.0
,Salem,Executive Council District 3,,Scatter,2.0
,Sandown,Executive Council District 3,R,Christopher Sununu,1536.0
,Sandown,Executive Council District 3,D,Robin McLane,612.0
,Sandown,Executive Council District 3,,Scatter,0.0
,Seabrook,Executive Council District 3,R,Christopher Sununu,1677.0
,Seabrook,Executive Council District 3,D,Robin McLane,839.0
,Seabrook,Executive Council District 3,,Scatter,1.0
,South Hampton,Executive Council District 3,R,Christopher Sununu,251.0
,South Hampton,Executive Council District 3,D,Robin McLane,152.0
,South Hampton,Executive Council District 3,,Scatter,0.0
,Stratham,Executive Council District 3,R,Christopher Sununu,2061.0
,Stratham,Executive Council District 3,D,Robin McLane,1436.0
,Stratham,Executive Council District 3,,Scatter,1.0
,Windham,Executive Council District 3,R,Christopher Sununu,3921.0
,Windham,Executive Council District 3,D,Robin McLane,1588.0
,Windham,Executive Council District 3,,Scatter,0.0
,Allenstown,Executive Council District 4,R,Robert Burns,586.0
,Allenstown,Executive Council District 4,D,Christopher C. Pappas,753.0
,Allenstown,Executive Council District 4,,Scatter,0.0
,Auburn,Executive Council District 4,R,Robert Burns,1319.0
,Auburn,Executive Council District 4,D,Christopher C. Pappas,996.0
,Auburn,Executive Council District 4,,Scatter,0.0
,Barrington,Executive Council District 4,R,Robert Burns,1591.0
,Barrington,Executive Council District 4,D,Christopher C. Pappas,1657.0
,Barrington,Executive Council District 4,,Scatter,2.0
,Bedford,Executive Council District 4,R,Robert Burns,5251.0
,Bedford,Executive Council District 4,D,Christopher C. Pappas,3883.0
,Bedford,Executive Council District 4,,Scatter,7.0
,Bow,Executive Council District 4,R,Robert Burns,1693.0
,Bow,Executive Council District 4,D,Christopher C. Pappas,1943.0
,Bow,Executive Council District 4,,Scatter,4.0
,Candia,Executive Council District 4,R,Robert Burns,1007.0
,Candia,Executive Council District 4,D,Christopher C. Pappas,760.0
,Candia,Executive Council District 4,,Scatter,1.0
,Chichester,Executive Council District 4,R,Robert Burns,555.0
,Chichester,Executive Council District 4,D,Christopher C. Pappas,503.0
,Chichester,Executive Council District 4,,Scatter,1.0
,Deerfield,Executive Council District 4,R,Robert Burns,1028.0
,Deerfield,Executive Council District 4,D,Christopher C. Pappas,812.0
,Deerfield,Executive Council District 4,,Scatter,0.0
,Epsom,Executive Council District 4,R,Robert Burns,913.0
,Epsom,Executive Council District 4,D,Christopher C. Pappas,741.0
,Epsom,Executive Council District 4,,Scatter,0.0
,Goffstown,Executive Council District 4,R,Robert Burns,3038.0
,Goffstown,Executive Council District 4,D,Christopher C. Pappas,2802.0
,Goffstown,Executive Council District 4,,Scatter,4.0
,Hooksett,Executive Council District 4,R,Robert Burns,2337.0
,Hooksett,Executive Council District 4,D,Christopher C. Pappas,2575.0
,Hooksett,Executive Council District 4,,Scatter,0.0
,Lee,Executive Council District 4,R,Robert Burns,646.0
,Lee,Executive Council District 4,D,Christopher C. Pappas,1155.0
,Lee,Executive Council District 4,,Scatter,1.0
,Londonderry,Executive Council District 4,R,Robert Burns,4790.0
,Londonderry,Executive Council District 4,D,Christopher C. Pappas,3586.0
,Londonderry,Executive Council District 4,,Scatter,0.0
,Loudon,Executive Council District 4,R,Robert Burns,1055.0
,Loudon,Executive Council District 4,D,Christopher C. Pappas,932.0
,Loudon,Executive Council District 4,,Scatter,2.0
,Manchester Ward 1,Executive Council District 4,R,Robert Burns,1366.0
,Manchester Ward 1,Executive Council District 4,D,Christopher C. Pappas,2545.0
,Manchester Ward 1,Executive Council District 4,,Scatter,2.0
,Manchester Ward 2,Executive Council District 4,R,Robert Burns,1157.0
,Manchester Ward 2,Executive Council District 4,D,Christopher C. Pappas,1897.0
,Manchester Ward 2,Executive Council District 4,,Scatter,2.0
,Manchester Ward 3,Executive Council District 4,R,Robert Burns,512.0
,Manchester Ward 3,Executive Council District 4,D,Christopher C. Pappas,1020.0
,Manchester Ward 3,Executive Council District 4,,Scatter,2.0
,Manchester Ward 4,Executive Council District 4,R,Robert Burns,704.0
,Manchester Ward 4,Executive Council District 4,D,Christopher C. Pappas,1221.0
,Manchester Ward 4,Executive Council District 4,,Scatter,0.0
,Manchester Ward 5,Executive Council District 4,R,Robert Burns,488.0
,Manchester Ward 5,Executive Council District 4,D,Christopher C. Pappas,932.0
,Manchester Ward 5,Executive Council District 4,,Scatter,4.0
,Manchester Ward 6,Executive Council District 4,R,Robert Burns,1364.0
,Manchester Ward 6,Executive Council District 4,D,Christopher C. Pappas,1755.0
,Manchester Ward 6,Executive Council District 4,,Scatter,3.0
,Manchester Ward 7,Executive Council District 4,R,Robert Burns,821.0
,Manchester Ward 7,Executive Council District 4,D,Christopher C. Pappas,1312.0
,Manchester Ward 7,Executive Council District 4,,Scatter,3.0
,Manchester Ward 8,Executive Council District 4,R,Robert Burns,1440.0
,Manchester Ward 8,Executive Council District 4,D,Christopher C. Pappas,1753.0
,Manchester Ward 8,Executive Council District 4,,Scatter,2.0
,Manchester Ward 9,Executive Council District 4,R,Robert Burns,991.0
,Manchester Ward 9,Executive Council District 4,D,Christopher C. Pappas,1472.0
,Manchester Ward 9,Executive Council District 4,,Scatter,0.0
,Manchester Ward 10,Executive Council District 4,R,Robert Burns,952.0
,Manchester Ward 10,Executive Council District 4,D,Christopher C. Pappas,1543.0
,Manchester Ward 10,Executive Council District 4,,Scatter,3.0
,Manchester Ward 11,Executive Council District 4,R,Robert Burns,664.0
,Manchester Ward 11,Executive Council District 4,D,Christopher C. Pappas,988.0
,Manchester Ward 11,Executive Council District 4,,Scatter,0.0
,Manchester Ward 12,Executive Council District 4,R,Robert Burns,1021.0
,Manchester Ward 12,Executive Council District 4,D,Christopher C. Pappas,1318.0
,Manchester Ward 12,Executive Council District 4,,Scatter,2.0
,Northwood,Executive Council District 4,R,Robert Burns,849.0
,Northwood,Executive Council District 4,D,Christopher C. Pappas,786.0
,Northwood,Executive Council District 4,,Scatter,0.0
,Nottingham,Executive Council District 4,R,Robert Burns,995.0
,Nottingham,Executive Council District 4,D,Christopher C. Pappas,908.0
,Nottingham,Executive Council District 4,,Scatter,1.0
,Pembroke,Executive Council District 4,R,Robert Burns,1137.0
,Pembroke,Executive Council District 4,D,Christopher C. Pappas,1427.0
,Pembroke,Executive Council District 4,,Scatter,1.0
,Pittsfield,Executive Council District 4,R,Robert Burns,642.0
,Pittsfield,Executive Council District 4,D,Christopher C. Pappas,525.0
,Pittsfield,Executive Council District 4,,Scatter,3.0
,Amherst,Executive Council District 5,R,Dave Wheeler,3042.0
,Amherst,Executive Council District 5,D,Diane Sheehan,2276.0
,Amherst,Executive Council District 5,,Scatter,
,Antrim,Executive Council District 5,R,Dave Wheeler,539.0
,Antrim,Executive Council District 5,D,Diane Sheehan,501.0
,Antrim,Executive Council District 5,,Scatter,1.0
,Bennington,Executive Council District 5,R,Dave Wheeler,300.0
,Bennington,Executive Council District 5,D,Diane Sheehan,200.0
,Bennington,Executive Council District 5,,Scatter,0.0
,Brookline,Executive Council District 5,R,Dave Wheeler,1315.0
,Brookline,Executive Council District 5,D,Diane Sheehan,782.0
,Brookline,Executive Council District 5,,Scatter,0.0
,Deering,Executive Council District 5,R,Dave Wheeler,390.0
,Deering,Executive Council District 5,D,Diane Sheehan,278.0
,Deering,Executive Council District 5,,Scatter,1.0
,Dunbarton,Executive Council District 5,R,Dave Wheeler,824.0
,Dunbarton,Executive Council District 5,D,Diane Sheehan,435.0
,Dunbarton,Executive Council District 5,,Scatter,1.0
,Fitzwilliam,Executive Council District 5,R,Dave Wheeler,416.0
,Fitzwilliam,Executive Council District 5,D,Diane Sheehan,412.0
,Fitzwilliam,Executive Council District 5,,Scatter,0.0
,Francestown,Executive Council District 5,R,Dave Wheeler,362.0
,Francestown,Executive Council District 5,D,Diane Sheehan,372.0
,Francestown,Executive Council District 5,,Scatter,0.0
,Greenfield,Executive Council District 5,R,Dave Wheeler,347.0
,Greenfield,Executive Council District 5,D,Diane Sheehan,289.0
,Greenfield,Executive Council District 5,,Scatter,1.0
,Greenville,Executive Council District 5,R,Dave Wheeler,331.0
,Greenville,Executive Council District 5,D,Diane Sheehan,248.0
,Greenville,Executive Council District 5,,Scatter,0.0
,Hillsborough,Executive Council District 5,R,Dave Wheeler,913.0
,Hillsborough,Executive Council District 5,D,Diane Sheehan,853.0
,Hillsborough,Executive Council District 5,,Scatter,1.0
,Hollis,Executive Council District 5,R,Dave Wheeler,2154.0
,Hollis,Executive Council District 5,D,Diane Sheehan,1533.0
,Hollis,Executive Council District 5,,Scatter,2.0
,Hudson,Executive Council District 5,R,Dave Wheeler,4710.0
,Hudson,Executive Council District 5,D,Diane Sheehan,3089.0
,Hudson,Executive Council District 5,,Scatter,5.0
,Jaffrey,Executive Council District 5,R,Dave Wheeler,965.0
,Jaffrey,Executive Council District 5,D,Diane Sheehan,888.0
,Jaffrey,Executive Council District 5,,Scatter,5.0
,Litchfield,Executive Council District 5,R,Dave Wheeler,1870.0
,Litchfield,Executive Council District 5,D,Diane Sheehan,1113.0
,Litchfield,Executive Council District 5,,Scatter,1.0
,Lyndeborough,Executive Council District 5,R,Dave Wheeler,406.0
,Lyndeborough,Executive Council District 5,D,Diane Sheehan,313.0
,Lyndeborough,Executive Council District 5,,Scatter,0.0
,Mason,Executive Council District 5,R,Dave Wheeler,368.0
,Mason,Executive Council District 5,D,Diane Sheehan,218.0
,Mason,Executive Council District 5,,Scatter,0.0
,Merrimack,Executive Council District 5,R,Dave Wheeler,5720.0
,Merrimack,Executive Council District 5,D,Diane Sheehan,3701.0
,Merrimack,Executive Council District 5,,Scatter,0.0
,Milford,Executive Council District 5,R,Dave Wheeler,2919.0
,Milford,Executive Council District 5,D,Diane Sheehan,2292.0
,Milford,Executive Council District 5,,Scatter,5.0
,Mont Vernon,Executive Council District 5,R,Dave Wheeler,592.0
,Mont Vernon,Executive Council District 5,D,Diane Sheehan,466.0
,Mont Vernon,Executive Council District 5,,Scatter,4.0
,Nashua Ward 1,Executive Council District 5,R,Dave Wheeler,1840.0
,Nashua Ward 1,Executive Council District 5,D,Diane Sheehan,1856.0
,Nashua Ward 1,Executive Council District 5,,Scatter,3.0
,Nashua Ward 2,Executive Council District 5,R,Dave Wheeler,1480.0
,Nashua Ward 2,Executive Council District 5,D,Diane Sheehan,1504.0
,Nashua Ward 2,Executive Council District 5,,Scatter,1.0
,Nashua Ward 3,Executive Council District 5,R,Dave Wheeler,1279.0
,Nashua Ward 3,Executive Council District 5,D,Diane Sheehan,1462.0
,Nashua Ward 3,Executive Council District 5,,Scatter,
,Nashua Ward 4,Executive Council District 5,R,Dave Wheeler,610.0
,Nashua Ward 4,Executive Council District 5,D,Diane Sheehan,978.0
,Nashua Ward 4,Executive Council District 5,,Scatter,2.0
,Nashua Ward 5,Executive Council District 5,R,Dave Wheeler,1842.0
,Nashua Ward 5,Executive Council District 5,D,Diane Sheehan,1749.0
,Nashua Ward 5,Executive Council District 5,,Scatter,3.0
,Nashua Ward 6,Executive Council District 5,R,Dave Wheeler,1113.0
,Nashua Ward 6,Executive Council District 5,D,Diane Sheehan,1343.0
,Nashua Ward 6,Executive Council District 5,,Scatter,3.0
,Nashua Ward 7,Executive Council District 5,R,Dave Wheeler,1097.0
,Nashua Ward 7,Executive Council District 5,D,Diane Sheehan,1296.0
,Nashua Ward 7,Executive Council District 5,,Scatter,0.0
,Nashua Ward 8,Executive Council District 5,R,Dave Wheeler,1405.0
,Nashua Ward 8,Executive Council District 5,D,Diane Sheehan,1546.0
,Nashua Ward 8,Executive Council District 5,,Scatter,3.0
,Nashua Ward 9,Executive Council District 5,R,Dave Wheeler,1512.0
,Nashua Ward 9,Executive Council District 5,D,Diane Sheehan,1568.0
,Nashua Ward 9,Executive Council District 5,,Scatter,2.0
,New Boston,Executive Council District 5,R,Dave Wheeler,1399.0
,New Boston,Executive Council District 5,D,Diane Sheehan,860.0
,New Boston,Executive Council District 5,,Scatter,1.0
,New Ipswich,Executive Council District 5,R,Dave Wheeler,1350.0
,New Ipswich,Executive Council District 5,D,Diane Sheehan,478.0
,New Ipswich,Executive Council District 5,,Scatter,2.0
,Peterborough,Executive Council District 5,R,Dave Wheeler,1058.0
,Peterborough,Executive Council District 5,D,Diane Sheehan,1718.0
,Peterborough,Executive Council District 5,,Scatter,4.0
,Richmond,Executive Council District 5,R,Dave Wheeler,255.0
,Richmond,Executive Council District 5,D,Diane Sheehan,182.0
,Richmond,Executive Council District 5,,Scatter,0.0
,Rindge,Executive Council District 5,R,Dave Wheeler,1341.0
,Rindge,Executive Council District 5,D,Diane Sheehan,707.0
,Rindge,Executive Council District 5,,Scatter,0.0
,Sharon,Executive Council District 5,R,Dave Wheeler,87.0
,Sharon,Executive Council District 5,D,Diane Sheehan,107.0
,Sharon,Executive Council District 5,,Scatter,0.0
,Swanzey,Executive Council District 5,R,Dave Wheeler,1135.0
,Swanzey,Executive Council District 5,D,Diane Sheehan,1114.0
,Swanzey,Executive Council District 5,,Scatter,0.0
,Temple,Executive Council District 5,R,Dave Wheeler,348.0
,Temple,Executive Council District 5,D,Diane Sheehan,311.0
,Temple,Executive Council District 5,,Scatter,3.0
,Troy,Executive Council District 5,R,Dave Wheeler,315.0
,Troy,Executive Council District 5,D,Diane Sheehan,301.0
,Troy,Executive Council District 5,,Scatter,0.0
,Weare,Executive Council District 5,R,Dave Wheeler,1930.0
,Weare,Executive Council District 5,D,Diane Sheehan,1050.0
,Weare,Executive Council District 5,,Scatter,2.0
,Wilton,Executive Council District 5,R,Dave Wheeler,807.0
,Wilton,Executive Council District 5,D,Diane Sheehan,726.0
,Wilton,Executive Council District 5,,Scatter,3.0
,Windsor,Executive Council District 5,R,Dave Wheeler,57.0
,Windsor,Executive Council District 5,D,Diane Sheehan,23.0
,Windsor,Executive Council District 5,,Scatter,0.0
,Albany,Congressional District 1,R,Frank C. Guinta,121.0
,Albany,Congressional District 1,D,Carol Shea-Porter,181.0
,Albany,Congressional District 1,,Scatter,1.0
,Alton,Congressional District 1,R,Frank C. Guinta,1603.0
,Alton,Congressional District 1,D,Carol Shea-Porter,831.0
,Alton,Congressional District 1,,Scatter,4.0
,Auburn,Congressional District 1,R,Frank C. Guinta,1469.0
,Auburn,Congressional District 1,D,Carol Shea-Porter,918.0
,Auburn,Congressional District 1,,Scatter,4.0
,Barnstead,Congressional District 1,R,Frank C. Guinta,942.0
,Barnstead,Congressional District 1,D,Carol Shea-Porter,751.0
,Barnstead,Congressional District 1,,Scatter,3.0
,Barrington,Congressional District 1,R,Frank C. Guinta,1687.0
,Barrington,Congressional District 1,D,Carol Shea-Porter,1711.0
,Barrington,Congressional District 1,,Scatter,7.0
,Bartlett,Congressional District 1,R,Frank C. Guinta,630.0
,Bartlett,Congressional District 1,D,Carol Shea-Porter,789.0
,Bartlett,Congressional District 1,,Scatter,
,Bedford,Congressional District 1,R,Frank C. Guinta,5915.0
,Bedford,Congressional District 1,D,Carol Shea-Porter,3504.0
,Bedford,Congressional District 1,,Scatter,22.0
,Belmont,Congressional District 1,R,Frank C. Guinta,1342.0
,Belmont,Congressional District 1,D,Carol Shea-Porter,962.0
,Belmont,Congressional District 1,,Scatter,6.0
,Brentwood,Congressional District 1,R,Frank C. Guinta,1003.0
,Brentwood,Congressional District 1,D,Carol Shea-Porter,803.0
,Brentwood,Congressional District 1,,Scatter,3.0
,Brookfield,Congressional District 1,R,Frank C. Guinta,191.0
,Brookfield,Congressional District 1,D,Carol Shea-Porter,136.0
,Brookfield,Congressional District 1,,Scatter,
,Campton,Congressional District 1,R,Frank C. Guinta,595.0
,Campton,Congressional District 1,D,Carol Shea-Porter,695.0
,Campton,Congressional District 1,,Scatter,2.0
,Candia,Congressional District 1,R,Frank C. Guinta,1158.0
,Candia,Congressional District 1,D,Carol Shea-Porter,675.0
