county,town,office,district,party,candidate,votes
Belknap,Center Harbor,President,,DEM,Pete Buttigieg,50
Belknap,Gilford,President,,DEM,Pete Buttigieg,431
Belknap,Gilmanton,President,,DEM,Pete Buttigieg,158
Belknap,Laconia Ward 1,President,,DEM,Pete Buttigieg,150
Belknap,Laconia Ward 2,President,,DEM,Pete Buttigieg,97
Belknap,Laconia Ward 3,President,,DEM,Pete Buttigieg,121
Belknap,Laconia Ward 4,President,,DEM,Pete Buttigieg,108
Belknap,Laconia Ward 5,President,,DEM,Pete Buttigieg,69
Belknap,Laconia Ward 6,President,,DEM,Pete Buttigieg,131
Belknap,Meredith,President,,DEM,Pete Buttigieg,371
Belknap,New Hampton,President,,DEM,Pete Buttigieg,167
Belknap,Sanbornton,President,,DEM,Pete Buttigieg,141
Belknap,Tilton,President,,DEM,Pete Buttigieg,154
Belknap,Alton,President,,DEM,Julian Castro,0
Belknap,Barnstead,President,,DEM,Julian Castro,0
Belknap,Belmont,President,,DEM,Julian Castro,0
Belknap,Center Harbor,President,,DEM,Julian Castro,0
Belknap,Gilford,President,,DEM,Julian Castro,0
Belknap,Gilmanton,President,,DEM,Julian Castro,0
Belknap,Laconia Ward 1,President,,DEM,Julian Castro,0
Belknap,Laconia Ward 2,President,,DEM,Julian Castro,0
Belknap,Laconia Ward 3,President,,DEM,Julian Castro,0
Belknap,Laconia Ward 4,President,,DEM,Julian Castro,0
Belknap,Laconia Ward 5,President,,DEM,Julian Castro,0
Belknap,Laconia Ward 6,President,,DEM,Julian Castro,0
Belknap,Meredith,President,,DEM,Julian Castro,1
Belknap,New Hampton,President,,DEM,Julian Castro,0
Belknap,Sanbornton,President,,DEM,Julian Castro,0
Belknap,Tilton,President,,DEM,Julian Castro,1
Belknap,Alton,President,,DEM,Rocky De La Fuente,0
Belknap,Barnstead,President,,DEM,Rocky De La Fuente,0
Belknap,Belmont,President,,DEM,Rocky De La Fuente,0
Belknap,Center Harbor,President,,DEM,Rocky De La Fuente,0
Belknap,Gilford,President,,DEM,Rocky De La Fuente,0
Belknap,Gilmanton,President,,DEM,Rocky De La Fuente,0
Belknap,Laconia Ward 1,President,,DEM,Rocky De La Fuente,0
Belknap,Laconia Ward 2,President,,DEM,Rocky De La Fuente,0
Belknap,Laconia Ward 3,President,,DEM,Rocky De La Fuente,0
Belknap,Laconia Ward 4,President,,DEM,Rocky De La Fuente,0
Belknap,Laconia Ward 5,President,,DEM,Rocky De La Fuente,0
Belknap,Laconia Ward 6,President,,DEM,Rocky De La Fuente,0
Belknap,Meredith,President,,DEM,Rocky De La Fuente,0
Belknap,New Hampton,President,,DEM,Rocky De La Fuente,0
Belknap,Sanbornton,President,,DEM,Rocky De La Fuente,0
Belknap,Tilton,President,,DEM,Rocky De La Fuente,0
Belknap,Alton,President,,DEM,John Delaney,0
Belknap,Barnstead,President,,DEM,John Delaney,0
Belknap,Belmont,President,,DEM,John Delaney,0
Belknap,Center Harbor,President,,DEM,John Delaney,0
Belknap,Gilford,President,,DEM,John Delaney,0
Belknap,Gilmanton,President,,DEM,John Delaney,0
Belknap,Laconia Ward 1,President,,DEM,John Delaney,0
Belknap,Laconia Ward 2,President,,DEM,John Delaney,0
Belknap,Laconia Ward 3,President,,DEM,John Delaney,1
Belknap,Laconia Ward 4,President,,DEM,John Delaney,0
Belknap,Laconia Ward 5,President,,DEM,John Delaney,0
Belknap,Laconia Ward 6,President,,DEM,John Delaney,0
Belknap,Meredith,President,,DEM,John Delaney,0
Belknap,New Hampton,President,,DEM,John Delaney,0
Belknap,Sanbornton,President,,DEM,John Delaney,0
Belknap,Tilton,President,,DEM,John Delaney,0
Belknap,Alton,President,,DEM,Dunlap,0
Belknap,Barnstead,President,,DEM,Dunlap,0
Belknap,Belmont,President,,DEM,Dunlap,0
Belknap,Center Harbor,President,,DEM,Dunlap,0
Belknap,Gilford,President,,DEM,Dunlap,0
Belknap,Gilmanton,President,,DEM,Dunlap,0
Belknap,Laconia Ward 1,President,,DEM,Dunlap,0
Belknap,Laconia Ward 2,President,,DEM,Dunlap,0
Belknap,Laconia Ward 3,President,,DEM,Dunlap,0
Belknap,Laconia Ward 4,President,,DEM,Dunlap,0
Belknap,Laconia Ward 5,President,,DEM,Dunlap,0
Belknap,Laconia Ward 6,President,,DEM,Dunlap,0
Belknap,Meredith,President,,DEM,Dunlap,0
Belknap,New Hampton,President,,DEM,Dunlap,1
Belknap,Sanbornton,President,,DEM,Dunlap,0
Belknap,Tilton,President,,DEM,Dunlap,0
Belknap,Alton,President,,DEM,Ellinger,0
Belknap,Barnstead,President,,DEM,Ellinger,0
Belknap,Belmont,President,,DEM,Ellinger,0
Belknap,Center Harbor,President,,DEM,Ellinger,0
Belknap,Gilford,President,,DEM,Ellinger,0
Belknap,Gilmanton,President,,DEM,Ellinger,0
Belknap,Laconia Ward 1,President,,DEM,Ellinger,0
Belknap,Laconia Ward 2,President,,DEM,Ellinger,0
Belknap,Laconia Ward 3,President,,DEM,Ellinger,0
Belknap,Laconia Ward 4,President,,DEM,Ellinger,0
Belknap,Laconia Ward 5,President,,DEM,Ellinger,0
Belknap,Laconia Ward 6,President,,DEM,Ellinger,0
Belknap,Meredith,President,,DEM,Ellinger,0
Belknap,New Hampton,President,,DEM,Ellinger,0
Belknap,Sanbornton,President,,DEM,Ellinger,0
Belknap,Tilton,President,,DEM,Ellinger,0
Belknap,Alton,President,,DEM,Tulsi Gabbard,31
Belknap,Barnstead,President,,DEM,Tulsi Gabbard,29
Belknap,Belmont,President,,DEM,Tulsi Gabbard,57
Belknap,Center Harbor,President,,DEM,Tulsi Gabbard,4
Belknap,Gilford,President,,DEM,Tulsi Gabbard,58
Belknap,Gilmanton,President,,DEM,Tulsi Gabbard,27
Belknap,Laconia Ward 1,President,,DEM,Tulsi Gabbard,11
Belknap,Laconia Ward 2,President,,DEM,Tulsi Gabbard,15
Belknap,Laconia Ward 3,President,,DEM,Tulsi Gabbard,17
Belknap,Laconia Ward 4,President,,DEM,Tulsi Gabbard,15
Belknap,Laconia Ward 5,President,,DEM,Tulsi Gabbard,10
Belknap,Laconia Ward 6,President,,DEM,Tulsi Gabbard,27
Belknap,Meredith,President,,DEM,Tulsi Gabbard,66
Belknap,New Hampton,President,,DEM,Tulsi Gabbard,18
Belknap,Sanbornton,President,,DEM,Tulsi Gabbard,21
Belknap,Tilton,President,,DEM,Tulsi Gabbard,38
Belknap,Alton,President,,DEM,Gleiberman,0
Belknap,Barnstead,President,,DEM,Gleiberman,0
Belknap,Belmont,President,,DEM,Gleiberman,0
Belknap,Center Harbor,President,,DEM,Gleiberman,0
Belknap,Gilford,President,,DEM,Gleiberman,0
Belknap,Gilmanton,President,,DEM,Gleiberman,0
Belknap,Laconia Ward 1,President,,DEM,Gleiberman,0
Belknap,Laconia Ward 2,President,,DEM,Gleiberman,0
Belknap,Laconia Ward 3,President,,DEM,Gleiberman,0
Belknap,Laconia Ward 4,President,,DEM,Gleiberman,0
Belknap,Laconia Ward 5,President,,DEM,Gleiberman,0
Belknap,Laconia Ward 6,President,,DEM,Gleiberman,0
Belknap,Meredith,President,,DEM,Gleiberman,1
Belknap,New Hampton,President,,DEM,Gleiberman,0
Belknap,Sanbornton,President,,DEM,Gleiberman,0
Belknap,Tilton,President,,DEM,Gleiberman,0
Belknap,Alton,President,,DEM,Greenstein,0
Belknap,Barnstead,President,,DEM,Greenstein,0
Belknap,Belmont,President,,DEM,Greenstein,0
Belknap,Center Harbor,President,,DEM,Greenstein,0
Belknap,Gilford,President,,DEM,Greenstein,0
Belknap,Gilmanton,President,,DEM,Greenstein,0
Belknap,Laconia Ward 1,President,,DEM,Greenstein,0
Belknap,Laconia Ward 2,President,,DEM,Greenstein,0
Belknap,Laconia Ward 3,President,,DEM,Greenstein,0
Belknap,Laconia Ward 4,President,,DEM,Greenstein,0
Belknap,Laconia Ward 5,President,,DEM,Greenstein,0
Belknap,Laconia Ward 6,President,,DEM,Greenstein,0
Belknap,Meredith,President,,DEM,Greenstein,0
Belknap,New Hampton,President,,DEM,Greenstein,0
Belknap,Sanbornton,President,,DEM,Greenstein,0
Belknap,Tilton,President,,DEM,Greenstein,0
Belknap,Alton,President,,DEM,Kamala Harris,0
Belknap,Barnstead,President,,DEM,Kamala Harris,0
Belknap,Belmont,President,,DEM,Kamala Harris,0
Belknap,Center Harbor,President,,DEM,Kamala Harris,0
Belknap,Gilford,President,,DEM,Kamala Harris,1
Belknap,Gilmanton,President,,DEM,Kamala Harris,2
Belknap,Laconia Ward 1,President,,DEM,Kamala Harris,0
Belknap,Laconia Ward 2,President,,DEM,Kamala Harris,1
Belknap,Laconia Ward 3,President,,DEM,Kamala Harris,0
Belknap,Laconia Ward 4,President,,DEM,Kamala Harris,0
Belknap,Laconia Ward 5,President,,DEM,Kamala Harris,0
Belknap,Laconia Ward 6,President,,DEM,Kamala Harris,0
Belknap,Meredith,President,,DEM,Kamala Harris,1
Belknap,New Hampton,President,,DEM,Kamala Harris,1
Belknap,Sanbornton,President,,DEM,Kamala Harris,0
Belknap,Tilton,President,,DEM,Kamala Harris,0
Belknap,Alton,President,,DEM,Hewes,0
Belknap,Barnstead,President,,DEM,Hewes,0
Belknap,Belmont,President,,DEM,Hewes,0
Belknap,Center Harbor,President,,DEM,Hewes,0
Belknap,Gilford,President,,DEM,Hewes,1
Belknap,Gilmanton,President,,DEM,Hewes,0
Belknap,Laconia Ward 1,President,,DEM,Hewes,0
Belknap,Laconia Ward 2,President,,DEM,Hewes,0
Belknap,Laconia Ward 3,President,,DEM,Hewes,0
Belknap,Laconia Ward 4,President,,DEM,Hewes,1
Belknap,Laconia Ward 5,President,,DEM,Hewes,0
Belknap,Laconia Ward 6,President,,DEM,Hewes,0
Belknap,Meredith,President,,DEM,Hewes,0
Belknap,New Hampton,President,,DEM,Hewes,0
Belknap,Sanbornton,President,,DEM,Hewes,0
Belknap,Tilton,President,,DEM,Hewes,0
Belknap,Alton,President,,DEM,Amy Klobuchar,202
Belknap,Barnstead,President,,DEM,Amy Klobuchar,143
Belknap,Belmont,President,,DEM,Amy Klobuchar,192
Belknap,Center Harbor,President,,DEM,Amy Klobuchar,64
Belknap,Gilford,President,,DEM,Amy Klobuchar,341
Belknap,Gilmanton,President,,DEM,Amy Klobuchar,144
Belknap,Laconia Ward 1,President,,DEM,Amy Klobuchar,114
Belknap,Laconia Ward 2,President,,DEM,Amy Klobuchar,87
Belknap,Laconia Ward 3,President,,DEM,Amy Klobuchar,127
Belknap,Laconia Ward 4,President,,DEM,Amy Klobuchar,70
Belknap,Laconia Ward 5,President,,DEM,Amy Klobuchar,49
Belknap,Laconia Ward 6,President,,DEM,Amy Klobuchar,118
Belknap,Meredith,President,,DEM,Amy Klobuchar,362
Belknap,New Hampton,President,,DEM,Amy Klobuchar,97
Belknap,Sanbornton,President,,DEM,Amy Klobuchar,139
Belknap,Tilton,President,,DEM,Amy Klobuchar,134
Belknap,Alton,President,,DEM,Koos,0
Belknap,Barnstead,President,,DEM,Koos,1
Belknap,Belmont,President,,DEM,Koos,0
Belknap,Center Harbor,President,,DEM,Koos,0
Belknap,Gilford,President,,DEM,Koos,0
Belknap,Gilmanton,President,,DEM,Koos,1
Belknap,Laconia Ward 1,President,,DEM,Koos,0
Belknap,Laconia Ward 2,President,,DEM,Koos,0
Belknap,Laconia Ward 3,President,,DEM,Koos,0
Belknap,Laconia Ward 4,President,,DEM,Koos,0
Belknap,Laconia Ward 5,President,,DEM,Koos,0
Belknap,Laconia Ward 6,President,,DEM,Koos,0
Belknap,Meredith,President,,DEM,Koos,0
Belknap,New Hampton,President,,DEM,Koos,0
Belknap,Sanbornton,President,,DEM,Koos,1
Belknap,Tilton,President,,DEM,Koos,0
Belknap,Alton,President,,DEM,Kraus,0
Belknap,Barnstead,President,,DEM,Kraus,0
Belknap,Belmont,President,,DEM,Kraus,0
Belknap,Center Harbor,President,,DEM,Kraus,0
Belknap,Gilford,President,,DEM,Kraus,0
Belknap,Gilmanton,President,,DEM,Kraus,0
Belknap,Laconia Ward 1,President,,DEM,Kraus,0
Belknap,Laconia Ward 2,President,,DEM,Kraus,0
Belknap,Laconia Ward 3,President,,DEM,Kraus,0
Belknap,Laconia Ward 4,President,,DEM,Kraus,0
Belknap,Laconia Ward 5,President,,DEM,Kraus,1
Belknap,Laconia Ward 6,President,,DEM,Kraus,1
Belknap,Meredith,President,,DEM,Kraus,1
Belknap,New Hampton,President,,DEM,Kraus,0
Belknap,Sanbornton,President,,DEM,Kraus,0
Belknap,Tilton,President,,DEM,Kraus,0
Belknap,Alton,President,,DEM,Krichevsky,0
Belknap,Barnstead,President,,DEM,Krichevsky,0
Belknap,Belmont,President,,DEM,Krichevsky,1
Belknap,Center Harbor,President,,DEM,Krichevsky,0
Belknap,Gilford,President,,DEM,Krichevsky,1
Belknap,Gilmanton,President,,DEM,Krichevsky,0
Belknap,Laconia Ward 1,President,,DEM,Krichevsky,0
Belknap,Laconia Ward 2,President,,DEM,Krichevsky,0
Belknap,Laconia Ward 3,President,,DEM,Krichevsky,0
Belknap,Laconia Ward 4,President,,DEM,Krichevsky,0
Belknap,Laconia Ward 5,President,,DEM,Krichevsky,1
Belknap,Laconia Ward 6,President,,DEM,Krichevsky,0
Belknap,Meredith,President,,DEM,Krichevsky,1
Belknap,New Hampton,President,,DEM,Krichevsky,0
Belknap,Sanbornton,President,,DEM,Krichevsky,0
Belknap,Tilton,President,,DEM,Krichevsky,0
Belknap,Alton,President,,DEM,Moroz,0
Belknap,Barnstead,President,,DEM,Moroz,0
Belknap,Belmont,President,,DEM,Moroz,0
Belknap,Center Harbor,President,,DEM,Moroz,0
Belknap,Gilford,President,,DEM,Moroz,0
Belknap,Gilmanton,President,,DEM,Moroz,0
Belknap,Laconia Ward 1,President,,DEM,Moroz,0
Belknap,Laconia Ward 2,President,,DEM,Moroz,0
Belknap,Laconia Ward 3,President,,DEM,Moroz,0
Belknap,Laconia Ward 4,President,,DEM,Moroz,0
Belknap,Laconia Ward 5,President,,DEM,Moroz,0
Belknap,Laconia Ward 6,President,,DEM,Moroz,0
Belknap,Meredith,President,,DEM,Moroz,0
Belknap,New Hampton,President,,DEM,Moroz,0
Belknap,Sanbornton,President,,DEM,Moroz,0
Belknap,Tilton,President,,DEM,Moroz,0
Belknap,Alton,President,,DEM,Deval Patrick,3
Belknap,Barnstead,President,,DEM,Deval Patrick,2
Belknap,Belmont,President,,DEM,Deval Patrick,3
Belknap,Center Harbor,President,,DEM,Deval Patrick,2
Belknap,Gilford,President,,DEM,Deval Patrick,5
Belknap,Gilmanton,President,,DEM,Deval Patrick,2
Belknap,Laconia Ward 1,President,,DEM,Deval Patrick,4
Belknap,Laconia Ward 2,President,,DEM,Deval Patrick,1
Belknap,Laconia Ward 3,President,,DEM,Deval Patrick,2
Belknap,Laconia Ward 4,President,,DEM,Deval Patrick,1
Belknap,Laconia Ward 5,President,,DEM,Deval Patrick,2
Belknap,Laconia Ward 6,President,,DEM,Deval Patrick,3
Belknap,Meredith,President,,DEM,Deval Patrick,3
Belknap,New Hampton,President,,DEM,Deval Patrick,0
Belknap,Sanbornton,President,,DEM,Deval Patrick,1
Belknap,Tilton,President,,DEM,Deval Patrick,1
Belknap,Alton,President,,DEM,Bernie Sanders,170
Belknap,Barnstead,President,,DEM,Bernie Sanders,251
Belknap,Belmont,President,,DEM,Bernie Sanders,281
Belknap,Center Harbor,President,,DEM,Bernie Sanders,53
Belknap,Gilford,President,,DEM,Bernie Sanders,331
Belknap,Gilmanton,President,,DEM,Bernie Sanders,209
Belknap,Laconia Ward 1,President,,DEM,Bernie Sanders,84
Belknap,Laconia Ward 2,President,,DEM,Bernie Sanders,116
Belknap,Laconia Ward 3,President,,DEM,Bernie Sanders,104
Belknap,Laconia Ward 4,President,,DEM,Bernie Sanders,131
Belknap,Laconia Ward 5,President,,DEM,Bernie Sanders,113
Belknap,Laconia Ward 6,President,,DEM,Bernie Sanders,105
Belknap,Meredith,President,,DEM,Bernie Sanders,244
Belknap,New Hampton,President,,DEM,Bernie Sanders,117
Belknap,Sanbornton,President,,DEM,Bernie Sanders,190
Belknap,Tilton,President,,DEM,Bernie Sanders,171
Belknap,Alton,President,,DEM,Joe Sestak,0
Belknap,Barnstead,President,,DEM,Joe Sestak,0
Belknap,Belmont,President,,DEM,Joe Sestak,0
Belknap,Center Harbor,President,,DEM,Joe Sestak,0
Belknap,Gilford,President,,DEM,Joe Sestak,0
Belknap,Gilmanton,President,,DEM,Joe Sestak,1
Belknap,Laconia Ward 1,President,,DEM,Joe Sestak,1
Belknap,Laconia Ward 2,President,,DEM,Joe Sestak,0
Belknap,Laconia Ward 3,President,,DEM,Joe Sestak,0
Belknap,Laconia Ward 4,President,,DEM,Joe Sestak,0
Belknap,Laconia Ward 5,President,,DEM,Joe Sestak,0
Belknap,Laconia Ward 6,President,,DEM,Joe Sestak,0
Belknap,Meredith,President,,DEM,Joe Sestak,0
Belknap,New Hampton,President,,DEM,Joe Sestak,2
Belknap,Sanbornton,President,,DEM,Joe Sestak,0
Belknap,Tilton,President,,DEM,Joe Sestak,1
Belknap,Alton,President,,DEM,Sloan,0
Belknap,Barnstead,President,,DEM,Sloan,0
Belknap,Belmont,President,,DEM,Sloan,0
Belknap,Center Harbor,President,,DEM,Sloan,0
Belknap,Gilford,President,,DEM,Sloan,1
Belknap,Gilmanton,President,,DEM,Sloan,0
Belknap,Laconia Ward 1,President,,DEM,Sloan,0
Belknap,Laconia Ward 2,President,,DEM,Sloan,0
Belknap,Laconia Ward 3,President,,DEM,Sloan,0
Belknap,Laconia Ward 4,President,,DEM,Sloan,0
Belknap,Laconia Ward 5,President,,DEM,Sloan,0
Belknap,Laconia Ward 6,President,,DEM,Sloan,0
Belknap,Meredith,President,,DEM,Sloan,1
Belknap,New Hampton,President,,DEM,Sloan,0
Belknap,Sanbornton,President,,DEM,Sloan,0
Belknap,Tilton,President,,DEM,Sloan,0
Belknap,Alton,President,,DEM,Tom Steyer,40
Belknap,Barnstead,President,,DEM,Tom Steyer,43
Belknap,Belmont,President,,DEM,Tom Steyer,47
Belknap,Center Harbor,President,,DEM,Tom Steyer,12
Belknap,Gilford,President,,DEM,Tom Steyer,76
Belknap,Gilmanton,President,,DEM,Tom Steyer,27
Belknap,Laconia Ward 1,President,,DEM,Tom Steyer,24
Belknap,Laconia Ward 2,President,,DEM,Tom Steyer,15
Belknap,Laconia Ward 3,President,,DEM,Tom Steyer,21
Belknap,Laconia Ward 4,President,,DEM,Tom Steyer,15
Belknap,Laconia Ward 5,President,,DEM,Tom Steyer,10
Belknap,Laconia Ward 6,President,,DEM,Tom Steyer,22
Belknap,Meredith,President,,DEM,Tom Steyer,55
Belknap,New Hampton,President,,DEM,Tom Steyer,17
Belknap,Sanbornton,President,,DEM,Tom Steyer,28
Belknap,Tilton,President,,DEM,Tom Steyer,36
Belknap,Alton,President,,DEM,Thistle,0
Belknap,Barnstead,President,,DEM,Thistle,0
Belknap,Belmont,President,,DEM,Thistle,0
Belknap,Center Harbor,President,,DEM,Thistle,0
Belknap,Gilford,President,,DEM,Thistle,0
Belknap,Gilmanton,President,,DEM,Thistle,0
Belknap,Laconia Ward 1,President,,DEM,Thistle,0
Belknap,Laconia Ward 2,President,,DEM,Thistle,0
Belknap,Laconia Ward 3,President,,DEM,Thistle,0
Belknap,Laconia Ward 4,President,,DEM,Thistle,0
Belknap,Laconia Ward 5,President,,DEM,Thistle,0
Belknap,Laconia Ward 6,President,,DEM,Thistle,0
Belknap,Meredith,President,,DEM,Thistle,0
Belknap,New Hampton,President,,DEM,Thistle,0
Belknap,Sanbornton,President,,DEM,Thistle,0
Belknap,Tilton,President,,DEM,Thistle,0
Belknap,Alton,President,,DEM,Torgesen,0
Belknap,Barnstead,President,,DEM,Torgesen,0
Belknap,Belmont,President,,DEM,Torgesen,0
Belknap,Center Harbor,President,,DEM,Torgesen,0
Belknap,Gilford,President,,DEM,Torgesen,0
Belknap,Gilmanton,President,,DEM,Torgesen,1
Belknap,Laconia Ward 1,President,,DEM,Torgesen,0
Belknap,Laconia Ward 2,President,,DEM,Torgesen,0
Belknap,Laconia Ward 3,President,,DEM,Torgesen,0
Belknap,Laconia Ward 4,President,,DEM,Torgesen,0
Belknap,Laconia Ward 5,President,,DEM,Torgesen,0
Belknap,Laconia Ward 6,President,,DEM,Torgesen,0
Belknap,Meredith,President,,DEM,Torgesen,0
Belknap,New Hampton,President,,DEM,Torgesen,0
Belknap,Sanbornton,President,,DEM,Torgesen,0
Belknap,Tilton,President,,DEM,Torgesen,0
Belknap,Alton,President,,DEM,Elizabeth Warren,72
Belknap,Barnstead,President,,DEM,Elizabeth Warren,68
Belknap,Belmont,President,,DEM,Elizabeth Warren,58
Belknap,Center Harbor,President,,DEM,Elizabeth Warren,16
Belknap,Gilford,President,,DEM,Elizabeth Warren,111
Belknap,Gilmanton,President,,DEM,Elizabeth Warren,56
Belknap,Laconia Ward 1,President,,DEM,Elizabeth Warren,39
Belknap,Laconia Ward 2,President,,DEM,Elizabeth Warren,28
Belknap,Laconia Ward 3,President,,DEM,Elizabeth Warren,52
Belknap,Laconia Ward 4,President,,DEM,Elizabeth Warren,42
Belknap,Laconia Ward 5,President,,DEM,Elizabeth Warren,17
Belknap,Laconia Ward 6,President,,DEM,Elizabeth Warren,29
Belknap,Meredith,President,,DEM,Elizabeth Warren,124
Belknap,New Hampton,President,,DEM,Elizabeth Warren,33
Belknap,Sanbornton,President,,DEM,Elizabeth Warren,43
Belknap,Tilton,President,,DEM,Elizabeth Warren,51
Belknap,Alton,President,,DEM,Wells,0
Belknap,Barnstead,President,,DEM,Wells,0
Belknap,Belmont,President,,DEM,Wells,0
Belknap,Center Harbor,President,,DEM,Wells,0
Belknap,Gilford,President,,DEM,Wells,1
Belknap,Gilmanton,President,,DEM,Wells,0
Belknap,Laconia Ward 1,President,,DEM,Wells,0
Belknap,Laconia Ward 2,President,,DEM,Wells,0
Belknap,Laconia Ward 3,President,,DEM,Wells,0
Belknap,Laconia Ward 4,President,,DEM,Wells,0
Belknap,Laconia Ward 5,President,,DEM,Wells,0
Belknap,Laconia Ward 6,President,,DEM,Wells,0
Belknap,Meredith,President,,DEM,Wells,0
